cell	node	doublet
Cell_0	2	no
Cell_1	2	no
Cell_2	2	no
Cell_3	0	no
Cell_4	2	no
Cell_5	0	no
Cell_6	2	no
Cell_7	0	no
Cell_8	2	no
Cell_9	2	no
Cell_10	2	no
Cell_11	0	no
Cell_12	0	no
Cell_13	2	no
Cell_14	2	no
Cell_15	2	no
Cell_16	2	no
Cell_17	2	no
Cell_18	2	no
Cell_19	2	no
Cell_20	2	no
Cell_21	2	no
Cell_22	2	no
Cell_23	2	no
Cell_24	2	no
Cell_25	2	no
Cell_26	2	no
Cell_27	2	no
Cell_28	2	yes
Cell_29	2	no
Cell_30	2	no
Cell_31	2	no
Cell_32	2	no
Cell_33	2	no
Cell_34	2	no
Cell_35	2	no
Cell_36	2	no
Cell_37	2	no
Cell_38	2	no
Cell_39	2	no
Cell_40	2	no
Cell_41	2	no
Cell_42	2	no
Cell_43	2	no
Cell_44	2	no
Cell_45	2	no
Cell_46	2	yes
Cell_47	2	no
Cell_48	2	no
Cell_49	2	no
Cell_50	2	no
Cell_51	2	no
Cell_52	2	no
Cell_53	2	no
Cell_54	2	no
Cell_55	2	no
Cell_56	2	no
Cell_57	2	no
Cell_58	2	no
Cell_59	2	no
Cell_60	2	no
Cell_61	2	no
Cell_62	2	no
Cell_63	2	no
Cell_64	2	no
Cell_65	2	no
Cell_66	2	no
Cell_67	2	no
Cell_68	2	no
Cell_69	2	no
Cell_70	2	no
Cell_71	2	no
Cell_72	2	no
Cell_73	2	no
Cell_74	2	no
Cell_75	2	no
Cell_76	2	no
Cell_77	2	no
Cell_78	2	no
Cell_79	2	no
Cell_80	2	no
Cell_81	2	no
Cell_82	2	no
Cell_83	2	no
Cell_84	2	no
Cell_85	3	no
Cell_86	2	no
Cell_87	2	no
Cell_88	2	no
Cell_89	2	no
Cell_90	2	no
Cell_91	2	no
Cell_92	2	no
Cell_93	2	no
Cell_94	2	no
Cell_95	2	no
Cell_96	0	no
Cell_97	2	no
Cell_98	2	no
Cell_99	2	no
Cell_100	2	no
Cell_101	2	no
Cell_102	2	no
Cell_103	2	no
Cell_104	2	no
Cell_105	2	no
Cell_106	2	no
Cell_107	2	no
Cell_108	0	no
Cell_109	2	no
Cell_110	2	no
Cell_111	2	no
Cell_112	2	no
Cell_113	2	no
Cell_114	2	no
Cell_115	2	no
Cell_116	2	no
Cell_117	0	no
Cell_118	2	no
Cell_119	2	no
Cell_120	2	no
Cell_121	2	no
Cell_122	2	no
Cell_123	2	no
Cell_124	2	no
Cell_125	2	no
Cell_126	2	no
Cell_127	2	no
Cell_128	2	no
Cell_129	2	no
Cell_130	2	no
Cell_131	2	no
Cell_132	2	no
Cell_133	2	no
Cell_134	2	no
Cell_135	0	no
Cell_136	2	no
Cell_137	2	no
Cell_138	2	no
Cell_139	2	no
Cell_140	0	no
Cell_141	2	no
Cell_142	2	no
Cell_143	2	no
Cell_144	2	no
Cell_145	2	no
Cell_146	2	no
Cell_147	2	no
Cell_148	2	no
Cell_149	2	no
Cell_150	2	no
Cell_151	2	no
Cell_152	2	no
Cell_153	2	no
Cell_154	2	no
Cell_155	2	no
Cell_156	2	no
Cell_157	2	no
Cell_158	2	no
Cell_159	2	no
Cell_160	2	no
Cell_161	2	no
Cell_162	2	no
Cell_163	2	no
Cell_164	2	no
Cell_165	2	no
Cell_166	2	yes
Cell_167	2	no
Cell_168	2	no
Cell_169	2	no
Cell_170	2	no
Cell_171	2	no
Cell_172	2	no
Cell_173	2	no
Cell_174	2	no
Cell_175	2	no
Cell_176	2	no
Cell_177	2	no
Cell_178	2	no
Cell_179	2	no
Cell_180	2	no
Cell_181	2	no
Cell_182	2	no
Cell_183	2	no
Cell_184	2	no
Cell_185	2	no
Cell_186	2	no
Cell_187	2	no
Cell_188	2	no
Cell_189	2	no
Cell_190	2	no
Cell_191	2	no
Cell_192	2	no
Cell_193	2	no
Cell_194	2	no
Cell_195	2	no
Cell_196	2	no
Cell_197	2	no
Cell_198	2	yes
Cell_199	2	yes
Cell_200	2	no
Cell_201	0	no
Cell_202	2	no
Cell_203	0	no
Cell_204	2	no
Cell_205	2	no
Cell_206	2	no
Cell_207	2	no
Cell_208	2	no
Cell_209	2	yes
Cell_210	2	no
Cell_211	2	no
Cell_212	2	no
Cell_213	2	no
Cell_214	2	no
Cell_215	2	no
Cell_216	2	no
Cell_217	2	no
Cell_218	2	no
Cell_219	2	no
Cell_220	2	no
