cell	node	doublet
Cell_0	2	no
Cell_1	2	no
Cell_2	4	no
Cell_3	0	no
Cell_4	4	no
Cell_5	0	no
Cell_6	2	no
Cell_7	0	no
Cell_8	4	no
Cell_9	2	no
Cell_10	0	no
Cell_11	0	no
Cell_12	0	no
Cell_13	7	no
Cell_14	0	no
Cell_15	4	no
Cell_16	4	no
Cell_17	2	no
Cell_18	4	no
Cell_19	7	no
Cell_20	4	no
Cell_21	2	no
Cell_22	0	no
Cell_23	4	no
Cell_24	4	no
Cell_25	2	no
Cell_26	4	no
Cell_27	2	no
Cell_28	1	no
Cell_29	2	no
Cell_30	4	no
Cell_31	4	no
Cell_32	2	no
Cell_33	4	no
Cell_34	2	no
Cell_35	7	no
Cell_36	2	no
Cell_37	4	no
Cell_38	2	no
Cell_39	7	no
Cell_40	4	no
Cell_41	4	no
Cell_42	4	no
Cell_43	4	no
Cell_44	4	no
Cell_45	4	no
Cell_46	1	no
Cell_47	4	no
Cell_48	2	no
Cell_49	4	no
Cell_50	4	no
Cell_51	2	no
Cell_52	4	no
Cell_53	2	no
Cell_54	6	no
Cell_55	2	no
Cell_56	4	no
Cell_57	2	no
Cell_58	2	no
Cell_59	4	no
Cell_60	4	no
Cell_61	4	no
Cell_62	4	no
Cell_63	4	no
Cell_64	2	no
Cell_65	2	no
Cell_66	2	no
Cell_67	4	no
Cell_68	4	no
Cell_69	7	no
Cell_70	2	no
Cell_71	4	no
Cell_72	4	no
Cell_73	4	no
Cell_74	2	no
Cell_75	0	no
Cell_76	4	no
Cell_77	7	no
Cell_78	4	no
Cell_79	4	no
Cell_80	2	no
Cell_81	2	no
Cell_82	4	no
Cell_83	7	no
Cell_84	7	no
Cell_85	1	no
Cell_86	4	no
Cell_87	4	no
Cell_88	1	no
Cell_89	2	no
Cell_90	4	no
Cell_91	2	no
Cell_92	4	no
Cell_93	7	no
Cell_94	2	no
Cell_95	7	no
Cell_96	0	no
Cell_97	0	no
Cell_98	4	no
Cell_99	2	no
Cell_100	7	no
Cell_101	4	no
Cell_102	4	no
Cell_103	2	no
Cell_104	4	no
Cell_105	4	no
Cell_106	2	no
Cell_107	7	no
Cell_108	0	no
Cell_109	4	no
Cell_110	7	no
Cell_111	2	no
Cell_112	4	no
Cell_113	7	no
Cell_114	4	no
Cell_115	4	no
Cell_116	4	no
Cell_117	0	no
Cell_118	4	no
Cell_119	4	no
Cell_120	4	no
Cell_121	4	no
Cell_122	2	no
Cell_123	2	no
Cell_124	4	no
Cell_125	2	no
Cell_126	2	no
Cell_127	4	no
Cell_128	2	no
Cell_129	2	no
Cell_130	4	no
Cell_131	2	no
Cell_132	0	no
Cell_133	4	no
Cell_134	2	no
Cell_135	0	no
Cell_136	4	no
Cell_137	4	no
Cell_138	2	no
Cell_139	4	no
Cell_140	0	no
Cell_141	2	no
Cell_142	7	no
Cell_143	7	no
Cell_144	4	no
Cell_145	7	no
Cell_146	5	no
Cell_147	7	no
Cell_148	0	no
Cell_149	4	no
Cell_150	4	no
Cell_151	4	no
Cell_152	4	no
Cell_153	2	no
Cell_154	7	no
Cell_155	2	no
Cell_156	4	no
Cell_157	7	no
Cell_158	0	no
Cell_159	4	no
Cell_160	2	no
Cell_161	2	no
Cell_162	4	no
Cell_163	6	no
Cell_164	4	no
Cell_165	4	no
Cell_166	1	no
Cell_167	7	no
Cell_168	4	no
Cell_169	7	no
Cell_170	7	no
Cell_171	7	no
Cell_172	2	no
Cell_173	4	no
Cell_174	4	no
Cell_175	7	no
Cell_176	2	no
Cell_177	4	no
Cell_178	4	no
Cell_179	4	no
Cell_180	2	no
Cell_181	2	no
Cell_182	7	no
Cell_183	4	no
Cell_184	7	no
Cell_185	2	no
Cell_186	4	no
Cell_187	4	no
Cell_188	4	no
Cell_189	2	no
Cell_190	2	no
Cell_191	7	no
Cell_192	2	no
Cell_193	2	no
Cell_194	2	no
Cell_195	0	no
Cell_196	4	no
Cell_197	4	no
Cell_198	6	no
Cell_199	6	no
Cell_200	2	no
Cell_201	0	no
Cell_202	2	no
Cell_203	0	no
Cell_204	7	no
Cell_205	4	no
Cell_206	4	no
Cell_207	4	no
Cell_208	7	no
Cell_209	1	no
Cell_210	7	no
Cell_211	7	no
Cell_212	4	no
Cell_213	2	no
Cell_214	7	no
Cell_215	4	no
Cell_216	4	no
Cell_217	7	no
Cell_218	0	no
Cell_219	7	no
Cell_220	4	no
Cell_221	7	no
