cell	node	doublet
Cell_0	5	no
Cell_1	5	no
Cell_2	6	no
Cell_3	0	no
Cell_4	6	no
Cell_5	0	no
Cell_6	5	no
Cell_7	0	no
Cell_8	6	no
Cell_9	5	no
Cell_10	0	no
Cell_11	0	no
Cell_12	0	no
Cell_13	4	no
Cell_14	0	no
Cell_15	6	no
Cell_16	1	no
Cell_17	5	no
Cell_18	6	no
Cell_19	4	no
Cell_20	6	no
Cell_21	5	no
Cell_22	0	no
Cell_23	6	no
Cell_24	6	no
Cell_25	5	no
Cell_26	6	no
Cell_27	5	no
Cell_28	1	no
Cell_29	5	no
Cell_30	6	no
Cell_31	6	no
Cell_32	5	no
Cell_33	6	no
Cell_34	5	no
Cell_35	4	no
Cell_36	5	no
Cell_37	6	no
Cell_38	5	no
Cell_39	4	no
Cell_40	6	no
Cell_41	6	no
Cell_42	6	no
Cell_43	6	no
Cell_44	6	no
Cell_45	6	no
Cell_46	1	no
Cell_47	6	no
Cell_48	5	no
Cell_49	6	no
Cell_50	6	no
Cell_51	5	no
Cell_52	6	no
Cell_53	5	no
Cell_54	1	no
Cell_55	5	no
Cell_56	6	no
Cell_57	5	no
Cell_58	5	no
Cell_59	6	no
Cell_60	6	no
Cell_61	6	no
Cell_62	6	no
Cell_63	6	no
Cell_64	5	no
Cell_65	5	no
Cell_66	5	no
Cell_67	6	no
Cell_68	6	no
Cell_69	5	no
Cell_70	5	no
Cell_71	6	no
Cell_72	6	no
Cell_73	6	no
Cell_74	5	no
Cell_75	0	no
Cell_76	6	no
Cell_77	5	no
Cell_78	6	no
Cell_79	6	no
Cell_80	5	no
Cell_81	5	no
Cell_82	6	no
Cell_83	5	no
Cell_84	4	no
Cell_85	1	no
Cell_86	6	no
Cell_87	6	no
Cell_88	1	no
Cell_89	5	no
Cell_90	6	no
Cell_91	5	no
Cell_92	6	no
Cell_93	4	no
Cell_94	5	no
Cell_95	4	no
Cell_96	0	no
Cell_97	0	no
Cell_98	6	no
Cell_99	5	no
Cell_100	4	no
Cell_101	6	no
Cell_102	6	no
Cell_103	5	no
Cell_104	6	no
Cell_105	6	no
Cell_106	5	no
Cell_107	5	no
Cell_108	0	no
Cell_109	6	no
Cell_110	4	no
Cell_111	5	no
Cell_112	6	no
Cell_113	4	no
Cell_114	6	no
Cell_115	6	no
Cell_116	6	no
Cell_117	0	no
Cell_118	6	no
Cell_119	6	no
Cell_120	6	no
Cell_121	6	no
Cell_122	5	no
Cell_123	5	no
Cell_124	6	no
Cell_125	5	no
Cell_126	5	no
Cell_127	6	no
Cell_128	5	no
Cell_129	5	no
Cell_130	6	no
Cell_131	5	no
Cell_132	0	no
Cell_133	6	no
Cell_134	5	no
Cell_135	0	no
