cell	node	doublet
Cell_0	1	no
Cell_1	1	no
Cell_2	2	no
Cell_3	0	no
Cell_4	2	no
Cell_5	0	no
Cell_6	1	no
Cell_7	0	no
Cell_8	2	no
Cell_9	1	no
Cell_10	0	no
Cell_11	0	no
Cell_12	0	no
Cell_13	2	no
Cell_14	0	no
Cell_15	0	no
Cell_16	1	no
Cell_17	1	no
Cell_18	2	no
Cell_19	2	no
Cell_20	1	no
Cell_21	1	no
Cell_22	0	no
Cell_23	2	no
Cell_24	2	no
Cell_25	1	no
Cell_26	1	no
Cell_27	1	no
Cell_28	3	no
Cell_29	1	no
Cell_30	2	no
Cell_31	1	no
Cell_32	1	no
Cell_33	2	no
Cell_34	1	no
Cell_35	2	no
Cell_36	1	no
Cell_37	1	no
Cell_38	1	no
Cell_39	2	no
Cell_40	2	no
Cell_41	1	no
Cell_42	1	no
Cell_43	1	no
Cell_44	1	no
Cell_45	2	no
Cell_46	3	no
Cell_47	1	no
Cell_48	1	no
Cell_49	2	no
Cell_50	1	no
Cell_51	1	no
Cell_52	2	no
Cell_53	1	no
Cell_54	1	no
Cell_55	1	no
Cell_56	1	no
Cell_57	1	no
Cell_58	1	no
Cell_59	2	no
Cell_60	1	no
Cell_61	1	no
Cell_62	2	no
Cell_63	1	no
Cell_64	1	no
Cell_65	1	no
Cell_66	2	no
Cell_67	2	no
Cell_68	2	no
Cell_69	1	no
Cell_70	1	no
Cell_71	1	no
Cell_72	2	no
Cell_73	1	no
Cell_74	1	no
Cell_75	0	no
Cell_76	1	no
Cell_77	1	no
Cell_78	1	no
Cell_79	1	no
Cell_80	1	no
Cell_81	1	no
Cell_82	1	no
Cell_83	2	no
Cell_84	2	no
Cell_85	3	no
Cell_86	1	no
Cell_87	1	no
Cell_88	0	no
Cell_89	1	no
Cell_90	2	no
Cell_91	1	no
Cell_92	1	no
Cell_93	2	no
Cell_94	2	no
Cell_95	2	no
Cell_96	0	no
Cell_97	0	no
Cell_98	2	no
Cell_99	1	no
Cell_100	2	no
Cell_101	2	no
Cell_102	2	no
Cell_103	1	no
Cell_104	1	no
Cell_105	2	no
Cell_106	1	no
Cell_107	2	no
Cell_108	0	no
Cell_109	1	no
Cell_110	2	no
Cell_111	1	no
Cell_112	1	no
Cell_113	2	no
Cell_114	2	no
Cell_115	2	no
Cell_116	1	no
Cell_117	0	no
Cell_118	2	no
Cell_119	1	no
Cell_120	2	no
Cell_121	2	no
Cell_122	1	no
Cell_123	1	no
Cell_124	2	no
Cell_125	2	no
Cell_126	1	no
Cell_127	2	no
Cell_128	1	no
Cell_129	1	no
Cell_130	1	no
Cell_131	1	no
Cell_132	0	no
Cell_133	1	no
Cell_134	1	no
Cell_135	0	no
Cell_136	2	no
Cell_137	1	no
Cell_138	1	no
Cell_139	1	no
Cell_140	0	no
Cell_141	1	no
Cell_142	2	no
Cell_143	2	no
Cell_144	2	no
Cell_145	2	no
Cell_146	1	no
Cell_147	2	no
Cell_148	0	no
Cell_149	2	no
Cell_150	2	no
Cell_151	2	no
Cell_152	2	no
Cell_153	1	no
Cell_154	2	no
Cell_155	1	no
Cell_156	2	no
Cell_157	2	no
Cell_158	0	no
Cell_159	2	no
Cell_160	1	no
Cell_161	1	no
Cell_162	2	no
Cell_163	1	no
Cell_164	1	no
Cell_165	2	no
Cell_166	3	no
Cell_167	1	no
Cell_168	1	no
Cell_169	2	no
Cell_170	2	no
Cell_171	2	no
Cell_172	1	no
Cell_173	2	no
Cell_174	1	no
Cell_175	2	no
Cell_176	1	no
Cell_177	2	no
Cell_178	2	no
Cell_179	2	no
Cell_180	1	no
Cell_181	1	no
Cell_182	2	no
Cell_183	2	no
Cell_184	2	no
Cell_185	1	no
Cell_186	2	no
Cell_187	2	no
Cell_188	1	no
Cell_189	1	no
Cell_190	1	no
Cell_191	2	no
Cell_192	1	no
Cell_193	1	no
Cell_194	1	no
Cell_195	0	no
Cell_196	2	no
Cell_197	1	no
Cell_198	3	no
Cell_199	3	no
Cell_200	1	no
Cell_201	0	no
Cell_202	1	no
Cell_203	0	no
Cell_204	2	no
Cell_205	2	no
Cell_206	2	no
Cell_207	2	no
Cell_208	2	no
Cell_209	3	no
Cell_210	2	no
Cell_211	2	no
Cell_212	2	no
Cell_213	1	no
Cell_214	2	no
Cell_215	2	no
Cell_216	1	no
Cell_217	2	no
Cell_218	0	no
Cell_219	1	no
Cell_220	2	no
Cell_221	2	no
Cell_222	2	no
Cell_223	2	no
Cell_224	1	no
Cell_225	1	no
Cell_226	0	no
Cell_227	1	no
Cell_228	1	no
Cell_229	2	no
Cell_230	1	no
Cell_231	2	no
Cell_232	1	no
Cell_233	0	no
Cell_234	1	no
Cell_235	2	no
Cell_236	2	no
Cell_237	1	no
Cell_238	2	no
Cell_239	1	no
Cell_240	2	no
Cell_241	1	no
Cell_242	2	no
Cell_243	2	no
Cell_244	2	no
Cell_245	2	no
Cell_246	2	no
Cell_247	2	no
Cell_248	1	no
Cell_249	1	no
Cell_250	0	no
Cell_251	1	no
Cell_252	1	no
Cell_253	2	no
Cell_254	1	no
Cell_255	1	no
Cell_256	1	no
