cell	node	doublet
Cell_0	3	no
Cell_1	4	no
Cell_2	4	no
Cell_3	0	no
Cell_4	4	no
Cell_5	0	no
Cell_6	3	no
Cell_7	0	no
Cell_8	4	no
Cell_9	3	no
Cell_10	0	no
Cell_11	0	no
Cell_12	0	no
Cell_13	3	no
Cell_14	0	no
Cell_15	4	no
Cell_16	1	no
Cell_17	3	no
Cell_18	4	no
Cell_19	3	no
Cell_20	4	no
Cell_21	3	no
Cell_22	0	no
Cell_23	4	no
Cell_24	4	no
Cell_25	4	no
Cell_26	4	no
Cell_27	3	no
Cell_28	1	no
Cell_29	3	no
Cell_30	3	no
Cell_31	4	no
Cell_32	3	no
Cell_33	4	no
Cell_34	3	no
Cell_35	4	no
Cell_36	4	no
Cell_37	4	no
Cell_38	3	no
Cell_39	3	no
Cell_40	4	no
Cell_41	4	no
Cell_42	3	no
Cell_43	4	no
Cell_44	4	no
Cell_45	4	no
Cell_46	1	no
Cell_47	4	no
Cell_48	3	no
Cell_49	4	no
Cell_50	4	no
Cell_51	3	no
Cell_52	3	no
Cell_53	3	no
Cell_54	1	no
Cell_55	3	no
Cell_56	4	no
Cell_57	3	no
Cell_58	3	no
Cell_59	4	no
Cell_60	4	no
Cell_61	3	no
Cell_62	3	no
Cell_63	3	no
Cell_64	3	no
Cell_65	4	no
Cell_66	4	no
Cell_67	4	no
Cell_68	4	no
Cell_69	3	no
Cell_70	3	no
Cell_71	4	no
Cell_72	4	no
Cell_73	4	no
Cell_74	3	no
Cell_75	0	no
Cell_76	4	no
Cell_77	3	no
Cell_78	4	no
Cell_79	4	no
Cell_80	3	no
Cell_81	3	no
Cell_82	4	no
Cell_83	4	no
Cell_84	3	no
Cell_85	1	no
Cell_86	4	no
Cell_87	3	no
Cell_88	1	no
Cell_89	3	no
Cell_90	4	no
Cell_91	3	no
Cell_92	4	no
Cell_93	4	no
Cell_94	3	no
Cell_95	3	no
Cell_96	0	no
Cell_97	0	no
Cell_98	3	no
Cell_99	3	no
Cell_100	4	no
Cell_101	4	no
Cell_102	4	no
Cell_103	3	no
Cell_104	3	no
Cell_105	4	no
Cell_106	3	no
Cell_107	4	no
Cell_108	0	no
Cell_109	4	no
Cell_110	4	no
Cell_111	3	no
Cell_112	4	no
Cell_113	4	no
Cell_114	4	no
Cell_115	4	no
Cell_116	4	no
Cell_117	0	no
Cell_118	4	no
Cell_119	4	no
Cell_120	4	no
Cell_121	4	no
Cell_122	4	no
Cell_123	3	no
Cell_124	4	no
Cell_125	4	no
Cell_126	4	no
Cell_127	4	no
Cell_128	3	no
Cell_129	3	no
Cell_130	3	no
Cell_131	3	no
Cell_132	0	no
Cell_133	3	no
Cell_134	3	no
Cell_135	0	no
Cell_136	4	no
Cell_137	4	no
Cell_138	3	no
Cell_139	4	no
Cell_140	0	no
Cell_141	3	no
Cell_142	4	no
Cell_143	4	no
Cell_144	4	no
Cell_145	3	no
Cell_146	3	no
Cell_147	3	no
Cell_148	0	no
Cell_149	4	no
Cell_150	4	no
Cell_151	4	no
Cell_152	4	no
Cell_153	3	no
Cell_154	4	no
Cell_155	4	no
Cell_156	4	no
Cell_157	3	no
Cell_158	0	no
Cell_159	3	no
Cell_160	1	no
Cell_161	4	no
Cell_162	4	no
Cell_163	1	no
Cell_164	4	no
Cell_165	3	no
Cell_166	1	no
Cell_167	3	no
Cell_168	3	no
Cell_169	3	no
Cell_170	4	no
Cell_171	4	no
Cell_172	3	no
Cell_173	4	no
Cell_174	4	no
Cell_175	3	no
Cell_176	4	no
Cell_177	4	no
Cell_178	4	no
Cell_179	4	no
Cell_180	3	no
Cell_181	3	no
Cell_182	4	no
Cell_183	4	no
Cell_184	3	no
Cell_185	3	no
Cell_186	4	no
Cell_187	4	no
Cell_188	3	no
Cell_189	3	no
Cell_190	3	no
Cell_191	4	no
Cell_192	3	no
Cell_193	3	no
Cell_194	3	no
Cell_195	0	no
Cell_196	4	no
Cell_197	3	no
Cell_198	1	no
Cell_199	1	no
Cell_200	3	no
Cell_201	0	no
Cell_202	3	no
Cell_203	0	no
Cell_204	3	no
Cell_205	4	no
Cell_206	4	no
Cell_207	4	no
Cell_208	4	no
Cell_209	1	no
Cell_210	3	no
Cell_211	3	no
Cell_212	4	no
Cell_213	3	no
Cell_214	3	no
Cell_215	4	no
Cell_216	4	no
Cell_217	3	no
Cell_218	0	no
Cell_219	3	no
Cell_220	4	no
Cell_221	3	no
Cell_222	3	no
Cell_223	4	no
Cell_224	4	no
Cell_225	3	no
Cell_226	0	no
Cell_227	3	no
Cell_228	3	no
Cell_229	3	no
Cell_230	4	no
Cell_231	4	no
Cell_232	3	no
Cell_233	0	no
Cell_234	4	no
Cell_235	4	no
Cell_236	4	no
Cell_237	4	no
Cell_238	4	no
Cell_239	4	no
Cell_240	3	no
Cell_241	4	no
Cell_242	4	no
Cell_243	3	no
Cell_244	4	no
Cell_245	4	no
Cell_246	4	no
Cell_247	4	no
Cell_248	3	no
Cell_249	4	no
Cell_250	0	no
Cell_251	4	no
Cell_252	4	no
Cell_253	4	no
Cell_254	4	no
Cell_255	4	no
Cell_256	3	no
Cell_257	3	no
Cell_258	4	no
Cell_259	3	no
Cell_260	4	no
Cell_261	1	no
Cell_262	3	no
Cell_263	3	no
Cell_264	4	no
Cell_265	4	no
Cell_266	3	no
Cell_267	0	no
Cell_268	4	no
Cell_269	4	no
Cell_270	4	no
Cell_271	3	no
Cell_272	4	no
Cell_273	3	no
Cell_274	1	no
Cell_275	4	no
Cell_276	0	no
Cell_277	4	no
Cell_278	4	no
Cell_279	3	no
Cell_280	1	no
Cell_281	4	no
Cell_282	4	no
Cell_283	4	no
Cell_284	4	no
Cell_285	4	no
Cell_286	4	no
Cell_287	3	no
Cell_288	0	no
Cell_289	0	no
Cell_290	3	no
Cell_291	4	no
Cell_292	3	no
Cell_293	3	no
Cell_294	1	no
Cell_295	4	no
Cell_296	3	no
Cell_297	3	no
Cell_298	3	no
Cell_299	3	no
Cell_300	4	no
Cell_301	1	no
Cell_302	4	no
Cell_303	3	no
Cell_304	3	no
Cell_305	4	no
Cell_306	3	no
Cell_307	3	no
Cell_308	3	no
Cell_309	4	no
Cell_310	3	no
Cell_311	4	no
Cell_312	4	no
Cell_313	1	no
Cell_314	3	no
Cell_315	4	no
Cell_316	1	yes
Cell_317	4	no
Cell_318	4	no
Cell_319	4	no
Cell_320	4	no
Cell_321	4	no
Cell_322	3	no
Cell_323	3	no
Cell_324	3	no
Cell_325	3	no
Cell_326	3	no
Cell_327	1	no
Cell_328	3	no
Cell_329	4	no
Cell_330	4	no
Cell_331	0	no
Cell_332	4	no
Cell_333	3	no
Cell_334	3	no
Cell_335	4	no
Cell_336	4	no
Cell_337	4	no
Cell_338	3	no
Cell_339	3	no
Cell_340	3	no
Cell_341	0	no
Cell_342	3	no
Cell_343	1	no
Cell_344	4	no
Cell_345	3	no
Cell_346	3	no
Cell_347	4	no
Cell_348	3	no
Cell_349	3	no
Cell_350	3	no
Cell_351	4	no
Cell_352	3	no
Cell_353	4	no
Cell_354	4	no
Cell_355	3	no
Cell_356	4	no
Cell_357	3	no
Cell_358	3	no
Cell_359	4	no
Cell_360	4	no
Cell_361	1	no
Cell_362	3	no
Cell_363	3	no
Cell_364	4	no
Cell_365	4	no
Cell_366	4	no
Cell_367	3	no
Cell_368	4	no
Cell_369	4	no
Cell_370	3	no
Cell_371	0	no
Cell_372	4	no
Cell_373	3	no
Cell_374	3	no
Cell_375	4	no
Cell_376	3	no
Cell_377	4	no
Cell_378	1	no
Cell_379	3	no
Cell_380	3	no
Cell_381	4	no
Cell_382	0	no
Cell_383	3	no
Cell_384	3	no
Cell_385	4	no
Cell_386	4	no
Cell_387	3	no
Cell_388	3	no
Cell_389	3	no
Cell_390	4	no
Cell_391	0	no
Cell_392	4	no
Cell_393	1	no
Cell_394	4	no
Cell_395	3	no
Cell_396	4	no
Cell_397	4	no
Cell_398	4	no
Cell_399	4	no
Cell_400	3	no
Cell_401	0	no
Cell_402	1	no
Cell_403	4	no
Cell_404	3	no
Cell_405	4	no
Cell_406	4	no
Cell_407	4	no
Cell_408	4	no
Cell_409	3	no
Cell_410	4	no
Cell_411	4	no
Cell_412	4	no
Cell_413	0	no
Cell_414	3	no
Cell_415	3	no
Cell_416	0	no
Cell_417	4	no
Cell_418	0	no
Cell_419	4	no
Cell_420	4	no
Cell_421	1	no
Cell_422	4	no
Cell_423	4	no
Cell_424	3	no
Cell_425	3	no
Cell_426	3	no
Cell_427	4	no
Cell_428	3	no
Cell_429	4	no
Cell_430	3	no
