cell	node	doublet
Cell_0	4	no
Cell_1	4	no
Cell_2	5	no
Cell_3	0	no
Cell_4	5	no
Cell_5	0	no
Cell_6	4	no
Cell_7	0	no
Cell_8	5	no
Cell_9	4	no
Cell_10	5	no
Cell_11	0	no
Cell_12	0	no
Cell_13	5	no
Cell_14	5	no
Cell_15	5	no
Cell_16	4	no
Cell_17	4	no
Cell_18	5	no
Cell_19	5	no
Cell_20	4	no
Cell_21	4	no
Cell_22	4	no
Cell_23	5	no
Cell_24	5	no
Cell_25	5	no
Cell_26	5	no
Cell_27	4	no
Cell_28	1	no
Cell_29	4	no
Cell_30	5	no
Cell_31	4	no
Cell_32	5	no
Cell_33	5	no
Cell_34	4	no
Cell_35	5	no
Cell_36	5	no
Cell_37	4	no
Cell_38	4	no
Cell_39	5	no
Cell_40	5	no
Cell_41	5	no
Cell_42	4	no
Cell_43	5	no
Cell_44	4	no
Cell_45	5	no
Cell_46	1	no
Cell_47	5	no
Cell_48	4	no
Cell_49	5	no
Cell_50	3	no
Cell_51	5	no
Cell_52	5	no
Cell_53	4	no
Cell_54	4	no
Cell_55	4	no
Cell_56	1	no
Cell_57	5	no
Cell_58	4	no
Cell_59	5	no
Cell_60	4	no
Cell_61	4	no
Cell_62	5	no
Cell_63	4	no
Cell_64	5	no
Cell_65	5	no
Cell_66	5	no
Cell_67	5	no
Cell_68	5	no
Cell_69	5	no
Cell_70	4	no
Cell_71	4	no
Cell_72	5	no
Cell_73	3	no
Cell_74	4	no
Cell_75	4	no
Cell_76	4	no
Cell_77	4	no
Cell_78	4	no
Cell_79	4	no
Cell_80	5	no
Cell_81	4	no
Cell_82	4	no
Cell_83	5	no
Cell_84	5	no
Cell_85	1	no
Cell_86	4	no
Cell_87	4	no
Cell_88	5	no
Cell_89	5	no
Cell_90	5	no
Cell_91	4	no
Cell_92	5	no
Cell_93	5	no
Cell_94	5	no
Cell_95	5	no
Cell_96	0	no
Cell_97	5	no
Cell_98	5	no
Cell_99	4	no
Cell_100	5	no
Cell_101	5	no
Cell_102	5	no
Cell_103	4	no
Cell_104	4	no
Cell_105	5	no
Cell_106	4	no
Cell_107	5	no
Cell_108	0	no
Cell_109	4	no
Cell_110	5	no
Cell_111	5	no
Cell_112	5	no
Cell_113	5	no
Cell_114	5	no
Cell_115	5	no
Cell_116	4	no
Cell_117	0	no
Cell_118	5	no
Cell_119	4	no
Cell_120	5	no
Cell_121	5	no
Cell_122	4	no
Cell_123	4	no
Cell_124	5	no
Cell_125	5	no
Cell_126	4	no
Cell_127	5	no
Cell_128	4	no
Cell_129	4	no
Cell_130	4	no
Cell_131	4	no
Cell_132	5	no
Cell_133	4	no
Cell_134	4	no
Cell_135	0	no
Cell_136	5	no
Cell_137	4	no
Cell_138	5	no
Cell_139	5	no
Cell_140	0	no
Cell_141	4	no
Cell_142	5	no
Cell_143	5	no
Cell_144	5	no
Cell_145	5	no
Cell_146	4	no
Cell_147	5	no
Cell_148	4	no
Cell_149	5	no
Cell_150	5	no
Cell_151	5	no
Cell_152	5	no
Cell_153	4	no
Cell_154	5	no
Cell_155	4	no
Cell_156	5	no
Cell_157	5	no
Cell_158	5	no
Cell_159	5	no
Cell_160	4	no
Cell_161	5	no
Cell_162	5	no
Cell_163	3	no
Cell_164	4	no
Cell_165	5	no
Cell_166	1	no
Cell_167	5	no
Cell_168	4	no
Cell_169	5	no
Cell_170	5	no
Cell_171	5	no
Cell_172	4	no
Cell_173	5	no
Cell_174	5	no
Cell_175	5	no
Cell_176	5	no
Cell_177	5	no
Cell_178	5	no
Cell_179	5	no
Cell_180	4	no
Cell_181	4	no
Cell_182	5	no
Cell_183	5	no
Cell_184	5	no
Cell_185	4	no
Cell_186	5	no
Cell_187	5	no
Cell_188	4	no
Cell_189	5	no
Cell_190	4	no
Cell_191	5	no
Cell_192	4	no
Cell_193	5	no
Cell_194	4	no
Cell_195	4	no
Cell_196	5	no
Cell_197	4	no
Cell_198	3	no
Cell_199	3	no
Cell_200	4	no
Cell_201	0	no
Cell_202	4	no
Cell_203	0	no
Cell_204	5	no
Cell_205	5	no
Cell_206	5	no
Cell_207	5	no
Cell_208	5	no
Cell_209	1	no
Cell_210	5	no
Cell_211	5	no
Cell_212	5	no
Cell_213	4	no
