cell	node	doublet
Cell_0	5	no
Cell_1	5	no
Cell_2	2	no
Cell_3	7	no
Cell_4	7	no
Cell_5	5	no
Cell_6	5	no
Cell_7	4	no
Cell_8	5	no
Cell_9	7	no
Cell_10	4	no
Cell_11	4	no
Cell_12	5	no
Cell_13	7	no
Cell_14	4	no
Cell_15	5	no
Cell_16	2	no
Cell_17	4	no
Cell_18	2	no
Cell_19	5	no
Cell_20	2	no
Cell_21	5	no
Cell_22	3	no
Cell_23	1	no
Cell_24	2	no
Cell_25	4	no
Cell_26	5	no
Cell_27	4	no
Cell_28	5	no
Cell_29	7	no
Cell_30	5	no
Cell_31	4	no
Cell_32	5	no
Cell_33	5	no
Cell_34	3	no
Cell_35	4	no
Cell_36	2	no
Cell_37	2	no
Cell_38	5	no
Cell_39	4	no
Cell_40	2	no
Cell_41	4	no
Cell_42	4	no
Cell_43	7	no
Cell_44	3	no
Cell_45	4	no
Cell_46	4	no
Cell_47	4	no
Cell_48	2	no
Cell_49	4	no
Cell_50	2	no
Cell_51	5	no
Cell_52	3	no
Cell_53	2	no
Cell_54	4	no
Cell_55	4	no
Cell_56	4	no
Cell_57	4	no
Cell_58	1	no
Cell_59	4	no
Cell_60	1	no
Cell_61	5	no
Cell_62	4	no
Cell_63	7	no
Cell_64	7	no
Cell_65	5	no
Cell_66	4	no
Cell_67	4	no
Cell_68	4	no
Cell_69	7	no
Cell_70	2	no
Cell_71	2	no
Cell_72	7	no
Cell_73	2	no
Cell_74	4	no
Cell_75	5	no
Cell_76	4	no
Cell_77	5	no
Cell_78	4	no
Cell_79	7	no
Cell_80	4	no
Cell_81	4	no
Cell_82	5	no
Cell_83	5	yes
Cell_84	4	no
Cell_85	7	no
Cell_86	4	no
Cell_87	4	no
Cell_88	4	no
Cell_89	4	no
Cell_90	2	no
Cell_91	2	no
Cell_92	5	no
Cell_93	7	no
Cell_94	4	no
Cell_95	2	no
Cell_96	2	no
Cell_97	5	no
Cell_98	7	no
Cell_99	2	no
Cell_100	5	no
Cell_101	4	no
Cell_102	2	no
Cell_103	2	no
Cell_104	4	no
Cell_105	3	no
Cell_106	4	no
Cell_107	1	no
Cell_108	2	no
Cell_109	5	no
Cell_110	3	no
Cell_111	4	no
Cell_112	7	no
Cell_113	7	no
Cell_114	7	no
Cell_115	7	no
Cell_116	5	no
Cell_117	4	no
Cell_118	4	no
Cell_119	3	no
Cell_120	5	no
Cell_121	4	no
Cell_122	4	no
Cell_123	4	no
Cell_124	4	no
Cell_125	4	no
Cell_126	2	no
Cell_127	7	no
Cell_128	7	no
Cell_129	4	no
Cell_130	4	no
Cell_131	2	no
Cell_132	4	no
Cell_133	7	no
Cell_134	4	no
