cell	node	doublet
Cell_0	2	yes
Cell_1	2	no
Cell_2	3	yes
Cell_3	2	yes
Cell_4	2	no
Cell_5	3	no
Cell_6	3	yes
Cell_7	3	yes
Cell_8	2	yes
Cell_9	3	no
Cell_10	2	no
Cell_11	3	yes
Cell_12	3	no
Cell_13	2	yes
Cell_14	2	yes
Cell_15	3	no
Cell_16	2	no
Cell_17	3	yes
Cell_18	3	yes
Cell_19	3	yes
Cell_20	3	yes
Cell_21	3	yes
Cell_22	2	yes
Cell_23	0	no
Cell_24	3	yes
Cell_25	3	no
Cell_26	2	no
Cell_27	3	yes
Cell_28	3	no
Cell_29	2	yes
Cell_30	3	yes
Cell_31	3	yes
Cell_32	3	yes
Cell_33	3	yes
Cell_34	3	yes
Cell_35	3	yes
Cell_36	3	yes
Cell_37	3	yes
Cell_38	3	yes
Cell_39	3	no
Cell_40	2	yes
Cell_41	3	yes
Cell_42	3	yes
Cell_43	3	no
Cell_44	2	yes
Cell_45	3	yes
Cell_46	3	no
Cell_47	2	yes
Cell_48	3	yes
Cell_49	3	yes
Cell_50	3	yes
Cell_51	3	no
Cell_52	3	yes
Cell_53	2	yes
Cell_54	3	yes
Cell_55	3	yes
Cell_56	3	yes
Cell_57	3	yes
Cell_58	0	no
Cell_59	2	yes
Cell_60	0	no
Cell_61	2	yes
Cell_62	2	yes
Cell_63	3	yes
Cell_64	3	yes
Cell_65	2	yes
Cell_66	2	yes
Cell_67	3	yes
Cell_68	2	yes
Cell_69	2	yes
Cell_70	3	yes
Cell_71	3	yes
Cell_72	3	yes
Cell_73	3	yes
Cell_74	3	yes
Cell_75	3	no
Cell_76	2	yes
Cell_77	3	no
Cell_78	3	yes
Cell_79	2	yes
Cell_80	3	no
Cell_81	2	yes
Cell_82	3	yes
Cell_83	2	yes
Cell_84	2	no
Cell_85	2	yes
Cell_86	2	no
Cell_87	3	yes
Cell_88	3	no
Cell_89	3	no
Cell_90	2	yes
Cell_91	3	no
Cell_92	3	no
Cell_93	3	yes
Cell_94	2	no
Cell_95	3	yes
Cell_96	3	yes
Cell_97	3	yes
Cell_98	3	no
Cell_99	3	yes
Cell_100	3	yes
Cell_101	3	no
Cell_102	2	yes
Cell_103	2	no
Cell_104	2	yes
Cell_105	2	yes
Cell_106	2	yes
Cell_107	0	no
Cell_108	3	yes
Cell_109	3	yes
Cell_110	3	yes
Cell_111	3	yes
Cell_112	2	no
Cell_113	3	yes
Cell_114	2	yes
Cell_115	2	yes
Cell_116	3	yes
Cell_117	2	no
Cell_118	2	yes
Cell_119	2	yes
Cell_120	3	yes
Cell_121	2	yes
Cell_122	2	yes
Cell_123	2	yes
Cell_124	2	yes
Cell_125	2	yes
Cell_126	3	yes
Cell_127	3	yes
Cell_128	3	yes
Cell_129	2	yes
Cell_130	3	yes
Cell_131	3	no
Cell_132	2	yes
Cell_133	2	yes
Cell_134	3	no
Cell_135	3	yes
Cell_136	3	yes
Cell_137	3	no
Cell_138	3	yes
Cell_139	0	no
Cell_140	3	yes
Cell_141	2	yes
Cell_142	3	yes
Cell_143	2	yes
Cell_144	3	no
Cell_145	3	yes
Cell_146	3	yes
Cell_147	2	no
Cell_148	3	yes
Cell_149	2	yes
Cell_150	2	yes
Cell_151	2	yes
Cell_152	3	no
Cell_153	2	no
Cell_154	2	yes
Cell_155	2	yes
Cell_156	2	yes
Cell_157	3	yes
Cell_158	0	no
Cell_159	3	yes
Cell_160	2	yes
Cell_161	3	yes
Cell_162	2	yes
Cell_163	0	no
Cell_164	0	no
Cell_165	2	yes
Cell_166	3	no
Cell_167	3	no
Cell_168	3	yes
Cell_169	2	yes
Cell_170	0	no
Cell_171	2	yes
Cell_172	2	yes
Cell_173	3	yes
Cell_174	3	yes
Cell_175	2	yes
Cell_176	3	yes
Cell_177	3	yes
Cell_178	2	yes
Cell_179	2	no
Cell_180	3	yes
Cell_181	3	no
Cell_182	2	yes
Cell_183	3	yes
Cell_184	0	no
Cell_185	2	yes
Cell_186	2	yes
Cell_187	2	yes
Cell_188	3	yes
Cell_189	2	yes
Cell_190	3	no
Cell_191	2	no
Cell_192	0	no
Cell_193	0	no
Cell_194	3	no
Cell_195	2	yes
Cell_196	3	no
Cell_197	2	yes
Cell_198	3	yes
Cell_199	2	no
Cell_200	2	yes
Cell_201	3	yes
Cell_202	3	yes
Cell_203	2	yes
Cell_204	2	yes
Cell_205	3	yes
Cell_206	3	yes
Cell_207	3	yes
Cell_208	2	yes
Cell_209	2	no
Cell_210	3	yes
Cell_211	3	yes
Cell_212	2	no
Cell_213	3	yes
Cell_214	2	no
Cell_215	2	no
Cell_216	3	yes
Cell_217	3	yes
Cell_218	3	no
Cell_219	3	yes
Cell_220	2	yes
Cell_221	2	no
Cell_222	3	yes
Cell_223	3	yes
Cell_224	3	yes
Cell_225	2	yes
Cell_226	3	yes
Cell_227	3	yes
Cell_228	3	yes
Cell_229	3	yes
Cell_230	3	no
Cell_231	2	yes
Cell_232	3	yes
Cell_233	3	no
Cell_234	3	no
Cell_235	2	yes
Cell_236	3	yes
Cell_237	2	yes
Cell_238	3	no
Cell_239	3	yes
Cell_240	2	yes
Cell_241	3	yes
Cell_242	3	yes
Cell_243	3	no
Cell_244	3	no
Cell_245	3	no
Cell_246	2	no
Cell_247	3	yes
Cell_248	0	no
Cell_249	2	yes
Cell_250	3	yes
Cell_251	3	yes
Cell_252	3	yes
Cell_253	3	yes
Cell_254	3	yes
Cell_255	3	no
Cell_256	2	yes
Cell_257	2	yes
Cell_258	3	yes
Cell_259	3	yes
Cell_260	3	no
Cell_261	2	yes
Cell_262	2	no
Cell_263	3	yes
Cell_264	2	yes
Cell_265	3	yes
Cell_266	2	no
Cell_267	3	yes
Cell_268	2	no
Cell_269	3	yes
Cell_270	2	yes
Cell_271	2	yes
Cell_272	2	yes
Cell_273	3	yes
Cell_274	3	no
Cell_275	3	yes
Cell_276	0	no
Cell_277	3	yes
Cell_278	3	no
Cell_279	3	no
Cell_280	2	yes
Cell_281	2	yes
Cell_282	3	yes
Cell_283	3	yes
Cell_284	2	yes
Cell_285	3	yes
Cell_286	3	yes
Cell_287	3	no
Cell_288	3	yes
Cell_289	3	no
Cell_290	3	yes
Cell_291	2	no
Cell_292	2	yes
Cell_293	3	no
Cell_294	2	no
Cell_295	3	yes
Cell_296	2	no
Cell_297	2	yes
Cell_298	2	yes
Cell_299	3	yes
Cell_300	3	yes
Cell_301	3	yes
Cell_302	0	no
Cell_303	3	yes
Cell_304	3	no
Cell_305	2	yes
Cell_306	3	yes
Cell_307	2	yes
Cell_308	2	yes
Cell_309	2	yes
Cell_310	2	yes
Cell_311	3	yes
Cell_312	3	no
Cell_313	3	yes
Cell_314	3	yes
Cell_315	2	no
Cell_316	2	yes
Cell_317	3	no
Cell_318	3	yes
Cell_319	2	no
Cell_320	2	yes
Cell_321	3	yes
Cell_322	3	yes
Cell_323	3	yes
Cell_324	2	yes
Cell_325	3	no
Cell_326	0	no
Cell_327	3	yes
Cell_328	3	yes
Cell_329	2	yes
Cell_330	3	yes
Cell_331	2	yes
Cell_332	2	yes
Cell_333	3	no
Cell_334	2	yes
Cell_335	3	yes
Cell_336	2	yes
Cell_337	2	yes
Cell_338	3	no
Cell_339	2	yes
Cell_340	3	yes
Cell_341	3	no
Cell_342	2	yes
Cell_343	0	no
Cell_344	2	yes
Cell_345	3	no
Cell_346	0	no
Cell_347	2	no
Cell_348	2	yes
Cell_349	3	no
Cell_350	2	yes
Cell_351	3	yes
Cell_352	3	yes
Cell_353	3	no
Cell_354	0	no
Cell_355	2	yes
Cell_356	0	no
Cell_357	2	no
Cell_358	2	yes
Cell_359	3	yes
Cell_360	3	no
Cell_361	2	yes
Cell_362	3	yes
Cell_363	2	yes
Cell_364	2	yes
Cell_365	3	yes
Cell_366	0	no
Cell_367	3	yes
Cell_368	2	yes
Cell_369	0	no
Cell_370	2	no
Cell_371	3	yes
Cell_372	2	yes
Cell_373	3	yes
Cell_374	2	yes
Cell_375	2	yes
Cell_376	2	yes
Cell_377	3	yes
Cell_378	3	yes
Cell_379	2	yes
Cell_380	2	yes
Cell_381	2	yes
Cell_382	2	no
Cell_383	3	yes
Cell_384	3	yes
Cell_385	2	yes
Cell_386	3	yes
Cell_387	2	yes
Cell_388	2	yes
Cell_389	2	no
Cell_390	3	yes
Cell_391	2	no
Cell_392	3	yes
Cell_393	3	no
Cell_394	3	yes
Cell_395	2	yes
Cell_396	3	yes
Cell_397	2	yes
Cell_398	0	no
Cell_399	2	yes
Cell_400	3	yes
Cell_401	3	yes
Cell_402	3	yes
Cell_403	3	no
Cell_404	2	yes
Cell_405	3	yes
Cell_406	3	yes
Cell_407	3	yes
Cell_408	2	yes
Cell_409	0	no
Cell_410	2	yes
Cell_411	3	no
Cell_412	3	yes
Cell_413	2	yes
Cell_414	0	no
Cell_415	2	yes
Cell_416	2	no
Cell_417	3	yes
Cell_418	2	no
Cell_419	3	yes
Cell_420	2	no
Cell_421	3	yes
Cell_422	3	yes
Cell_423	3	yes
Cell_424	2	yes
Cell_425	3	yes
Cell_426	2	yes
Cell_427	2	no
Cell_428	2	yes
Cell_429	2	yes
Cell_430	2	yes
Cell_431	3	yes
Cell_432	2	yes
Cell_433	2	yes
Cell_434	2	no
Cell_435	2	no
Cell_436	2	yes
Cell_437	3	no
Cell_438	2	yes
Cell_439	3	no
Cell_440	3	yes
Cell_441	3	yes
Cell_442	3	yes
Cell_443	3	no
Cell_444	0	no
Cell_445	3	no
Cell_446	3	yes
Cell_447	2	yes
Cell_448	2	yes
Cell_449	3	yes
Cell_450	3	yes
Cell_451	3	yes
Cell_452	2	yes
Cell_453	2	no
Cell_454	3	no
Cell_455	2	yes
Cell_456	2	yes
Cell_457	3	yes
Cell_458	3	yes
Cell_459	0	no
Cell_460	3	no
Cell_461	3	yes
Cell_462	2	yes
Cell_463	3	yes
Cell_464	0	no
Cell_465	3	yes
Cell_466	3	no
Cell_467	2	yes
Cell_468	3	yes
Cell_469	2	no
Cell_470	2	yes
Cell_471	3	yes
Cell_472	0	no
Cell_473	2	no
Cell_474	2	no
Cell_475	3	yes
Cell_476	2	no
Cell_477	3	yes
Cell_478	3	yes
Cell_479	3	yes
Cell_480	2	yes
Cell_481	3	yes
Cell_482	3	yes
Cell_483	0	no
Cell_484	3	yes
Cell_485	2	no
Cell_486	2	yes
Cell_487	2	no
Cell_488	2	no
Cell_489	2	yes
Cell_490	2	yes
Cell_491	2	yes
Cell_492	2	no
Cell_493	3	no
Cell_494	2	no
Cell_495	2	yes
Cell_496	3	yes
Cell_497	2	no
Cell_498	3	no
Cell_499	3	yes
Cell_500	2	yes
Cell_501	0	no
Cell_502	2	yes
Cell_503	2	yes
Cell_504	2	yes
Cell_505	3	no
Cell_506	2	yes
Cell_507	3	yes
Cell_508	3	yes
Cell_509	3	yes
Cell_510	0	no
Cell_511	3	yes
Cell_512	3	yes
Cell_513	2	yes
Cell_514	3	yes
Cell_515	0	no
Cell_516	3	yes
Cell_517	3	no
Cell_518	0	no
Cell_519	3	yes
Cell_520	2	no
Cell_521	3	yes
Cell_522	3	no
Cell_523	3	yes
Cell_524	3	no
Cell_525	2	yes
Cell_526	2	yes
Cell_527	2	yes
Cell_528	2	yes
Cell_529	2	yes
Cell_530	0	no
Cell_531	0	no
Cell_532	3	yes
Cell_533	3	yes
Cell_534	2	yes
Cell_535	2	yes
Cell_536	3	yes
Cell_537	3	yes
Cell_538	3	no
Cell_539	2	yes
Cell_540	3	yes
Cell_541	2	yes
Cell_542	2	yes
Cell_543	3	yes
Cell_544	3	yes
Cell_545	3	yes
Cell_546	2	yes
Cell_547	3	yes
Cell_548	2	no
Cell_549	2	yes
Cell_550	3	yes
Cell_551	3	yes
Cell_552	0	no
Cell_553	3	yes
Cell_554	3	yes
Cell_555	3	yes
Cell_556	3	yes
Cell_557	2	no
Cell_558	2	yes
Cell_559	2	yes
Cell_560	3	yes
Cell_561	3	yes
Cell_562	2	no
Cell_563	3	no
