cell	node	doublet
Cell_0	3	no
Cell_1	3	no
Cell_2	5	no
Cell_3	1	no
Cell_4	1	no
Cell_5	3	no
Cell_6	4	yes
Cell_7	5	no
Cell_8	3	no
Cell_9	1	no
Cell_10	5	no
Cell_11	6	no
Cell_12	3	no
Cell_13	1	no
Cell_14	5	no
Cell_15	3	no
Cell_16	6	no
Cell_17	5	no
Cell_18	6	no
Cell_19	3	no
Cell_20	6	no
Cell_21	3	no
Cell_22	4	no
Cell_23	0	no
Cell_24	5	no
Cell_25	5	no
Cell_26	4	no
Cell_27	5	no
Cell_28	3	no
Cell_29	1	no
Cell_30	3	no
Cell_31	5	no
Cell_32	3	no
Cell_33	3	no
Cell_34	4	no
Cell_35	5	no
Cell_36	6	no
Cell_37	5	no
Cell_38	3	no
Cell_39	6	no
Cell_40	5	no
Cell_41	5	no
Cell_42	6	no
Cell_43	1	no
Cell_44	4	no
Cell_45	6	no
Cell_46	5	no
Cell_47	5	no
Cell_48	5	no
Cell_49	5	no
Cell_50	5	no
Cell_51	3	no
Cell_52	4	no
Cell_53	6	no
Cell_54	5	no
Cell_55	5	no
Cell_56	6	no
Cell_57	5	no
Cell_58	0	no
Cell_59	6	no
Cell_60	0	no
Cell_61	3	no
Cell_62	5	no
Cell_63	1	no
Cell_64	1	no
Cell_65	3	no
Cell_66	6	no
Cell_67	5	no
Cell_68	5	no
Cell_69	1	no
Cell_70	5	no
Cell_71	5	no
Cell_72	1	no
Cell_73	6	no
Cell_74	6	no
Cell_75	3	no
Cell_76	6	no
Cell_77	3	no
Cell_78	5	no
Cell_79	1	no
Cell_80	5	no
Cell_81	6	no
Cell_82	3	no
Cell_83	3	yes
Cell_84	6	no
Cell_85	1	no
Cell_86	5	no
Cell_87	6	no
Cell_88	5	no
Cell_89	5	no
Cell_90	5	no
Cell_91	6	no
Cell_92	3	no
Cell_93	1	no
Cell_94	5	no
Cell_95	5	no
Cell_96	6	no
Cell_97	3	no
Cell_98	1	no
Cell_99	5	no
Cell_100	3	no
Cell_101	2	no
Cell_102	6	no
Cell_103	5	no
Cell_104	5	no
Cell_105	4	no
Cell_106	5	no
Cell_107	0	no
Cell_108	5	no
Cell_109	3	no
Cell_110	4	no
Cell_111	6	no
Cell_112	1	no
Cell_113	1	no
Cell_114	1	no
Cell_115	1	no
Cell_116	3	no
Cell_117	5	no
Cell_118	5	no
Cell_119	4	no
Cell_120	3	no
Cell_121	6	no
Cell_122	5	no
Cell_123	6	no
Cell_124	5	no
Cell_125	5	no
Cell_126	5	no
Cell_127	1	no
Cell_128	1	no
Cell_129	5	no
Cell_130	5	no
Cell_131	5	no
Cell_132	6	no
Cell_133	1	no
Cell_134	6	no
Cell_135	6	no
Cell_136	6	no
Cell_137	5	no
Cell_138	5	no
Cell_139	0	no
Cell_140	5	no
Cell_141	3	no
Cell_142	6	no
Cell_143	5	no
Cell_144	5	no
Cell_145	6	no
Cell_146	5	no
Cell_147	6	no
Cell_148	3	no
Cell_149	5	no
Cell_150	5	no
Cell_151	5	no
Cell_152	6	no
Cell_153	5	no
Cell_154	5	no
Cell_155	1	no
Cell_156	5	no
Cell_157	3	no
Cell_158	0	no
Cell_159	1	no
Cell_160	1	no
Cell_161	4	no
Cell_162	6	no
Cell_163	0	no
Cell_164	0	no
Cell_165	1	no
Cell_166	5	no
Cell_167	5	no
Cell_168	5	no
Cell_169	5	no
Cell_170	0	no
Cell_171	5	no
Cell_172	3	no
Cell_173	5	no
Cell_174	1	no
Cell_175	6	no
Cell_176	1	no
Cell_177	5	no
Cell_178	5	no
Cell_179	1	no
Cell_180	4	no
Cell_181	1	no
Cell_182	6	no
Cell_183	5	no
Cell_184	0	no
Cell_185	6	no
Cell_186	6	no
Cell_187	3	no
Cell_188	4	no
Cell_189	5	no
Cell_190	1	no
Cell_191	1	no
Cell_192	0	no
Cell_193	0	no
Cell_194	5	no
Cell_195	3	no
Cell_196	1	no
Cell_197	6	no
Cell_198	4	no
Cell_199	5	no
Cell_200	1	no
Cell_201	6	no
Cell_202	5	no
Cell_203	5	no
Cell_204	3	no
Cell_205	3	no
Cell_206	6	no
Cell_207	5	no
Cell_208	6	no
Cell_209	5	no
Cell_210	5	no
Cell_211	5	no
Cell_212	1	no
Cell_213	5	no
Cell_214	1	no
Cell_215	1	no
Cell_216	5	no
Cell_217	3	no
Cell_218	5	no
Cell_219	5	no
Cell_220	5	no
Cell_221	5	no
Cell_222	3	no
Cell_223	5	no
Cell_224	1	no
Cell_225	3	no
Cell_226	6	no
Cell_227	5	no
Cell_228	3	no
Cell_229	5	no
Cell_230	1	no
Cell_231	1	no
Cell_232	6	no
Cell_233	2	no
Cell_234	6	no
Cell_235	5	no
Cell_236	6	no
Cell_237	5	no
Cell_238	1	no
Cell_239	1	no
Cell_240	3	no
Cell_241	5	no
Cell_242	3	no
Cell_243	1	no
Cell_244	5	no
Cell_245	5	no
Cell_246	6	no
Cell_247	6	no
Cell_248	0	no
Cell_249	5	no
Cell_250	6	no
Cell_251	6	no
Cell_252	5	no
Cell_253	1	no
Cell_254	5	no
Cell_255	5	no
Cell_256	6	no
Cell_257	4	no
Cell_258	5	no
Cell_259	5	no
Cell_260	2	no
Cell_261	5	no
Cell_262	5	no
Cell_263	5	no
Cell_264	6	no
Cell_265	4	no
Cell_266	5	no
Cell_267	5	no
Cell_268	5	no
Cell_269	5	no
Cell_270	3	no
Cell_271	3	no
Cell_272	5	no
Cell_273	4	no
Cell_274	2	no
Cell_275	6	no
Cell_276	0	no
Cell_277	6	no
Cell_278	5	no
Cell_279	5	no
Cell_280	1	no
Cell_281	5	no
Cell_282	1	no
Cell_283	6	no
Cell_284	5	no
Cell_285	3	no
Cell_286	1	no
Cell_287	1	no
Cell_288	6	no
Cell_289	6	no
Cell_290	3	no
Cell_291	6	no
Cell_292	5	no
Cell_293	3	no
Cell_294	5	no
Cell_295	4	no
Cell_296	1	no
Cell_297	4	no
Cell_298	1	no
Cell_299	1	no
Cell_300	5	no
Cell_301	3	no
Cell_302	0	no
Cell_303	6	no
Cell_304	1	no
Cell_305	5	no
Cell_306	5	no
Cell_307	5	no
Cell_308	3	no
Cell_309	1	no
Cell_310	4	no
Cell_311	1	no
Cell_312	3	no
Cell_313	1	no
Cell_314	5	no
Cell_315	3	no
Cell_316	3	no
Cell_317	3	no
Cell_318	5	no
Cell_319	3	no
Cell_320	5	no
Cell_321	1	no
Cell_322	1	no
Cell_323	5	no
Cell_324	1	no
Cell_325	2	no
Cell_326	0	no
Cell_327	6	no
Cell_328	3	no
Cell_329	5	no
Cell_330	3	no
Cell_331	3	no
Cell_332	4	no
Cell_333	5	no
Cell_334	1	no
Cell_335	5	no
Cell_336	5	no
Cell_337	3	no
Cell_338	6	no
Cell_339	3	no
Cell_340	5	no
Cell_341	1	no
Cell_342	3	no
Cell_343	0	no
Cell_344	3	no
Cell_345	5	no
Cell_346	0	no
Cell_347	5	no
Cell_348	6	no
Cell_349	1	no
Cell_350	5	no
Cell_351	3	no
Cell_352	6	no
Cell_353	5	no
Cell_354	0	no
Cell_355	5	no
Cell_356	0	no
Cell_357	6	no
Cell_358	3	no
Cell_359	5	no
Cell_360	5	no
Cell_361	4	no
Cell_362	1	no
Cell_363	1	no
Cell_364	6	no
Cell_365	5	no
Cell_366	0	no
Cell_367	5	no
Cell_368	6	no
Cell_369	0	no
Cell_370	6	no
Cell_371	5	no
Cell_372	6	no
Cell_373	6	no
Cell_374	5	no
Cell_375	3	no
Cell_376	5	no
Cell_377	3	no
Cell_378	6	no
Cell_379	5	no
Cell_380	5	no
Cell_381	5	no
Cell_382	5	no
Cell_383	6	no
Cell_384	5	no
Cell_385	1	yes
Cell_386	5	no
Cell_387	6	no
Cell_388	5	no
Cell_389	6	no
Cell_390	5	no
Cell_391	4	no
Cell_392	3	no
Cell_393	6	no
Cell_394	5	no
Cell_395	5	no
Cell_396	6	no
Cell_397	5	no
Cell_398	0	no
Cell_399	5	no
Cell_400	6	no
Cell_401	1	no
Cell_402	5	no
Cell_403	1	no
Cell_404	3	no
Cell_405	6	no
Cell_406	5	no
Cell_407	5	no
Cell_408	5	no
Cell_409	0	no
Cell_410	3	no
Cell_411	5	no
Cell_412	1	no
Cell_413	5	no
Cell_414	0	no
Cell_415	1	no
Cell_416	1	no
Cell_417	6	no
Cell_418	5	no
Cell_419	6	no
Cell_420	5	no
Cell_421	5	no
Cell_422	1	no
Cell_423	6	no
Cell_424	1	no
Cell_425	1	no
Cell_426	6	no
Cell_427	6	no
Cell_428	6	no
Cell_429	3	no
Cell_430	1	no
Cell_431	6	no
Cell_432	1	no
Cell_433	3	no
Cell_434	1	no
Cell_435	5	no
Cell_436	5	no
Cell_437	2	no
Cell_438	6	no
Cell_439	5	no
Cell_440	5	no
Cell_441	5	no
Cell_442	1	no
Cell_443	0	no
Cell_444	0	no
Cell_445	2	no
Cell_446	5	no
Cell_447	6	no
Cell_448	5	no
Cell_449	1	no
Cell_450	6	no
Cell_451	3	no
Cell_452	5	no
Cell_453	6	no
Cell_454	6	no
Cell_455	5	no
Cell_456	6	no
Cell_457	5	no
Cell_458	6	no
Cell_459	0	no
Cell_460	3	no
Cell_461	5	no
Cell_462	6	no
Cell_463	1	no
Cell_464	0	no
Cell_465	3	no
