cell	node	doublet
Cell_0	4	yes
Cell_1	3	yes
Cell_2	1	no
Cell_3	1	no
Cell_4	4	yes
Cell_5	1	no
Cell_6	0	no
Cell_7	3	no
Cell_8	1	no
Cell_9	1	no
Cell_10	3	no
Cell_11	3	no
Cell_12	0	no
Cell_13	1	no
Cell_14	3	no
Cell_15	3	no
Cell_16	3	no
Cell_17	1	no
Cell_18	3	no
Cell_19	3	yes
Cell_20	3	no
Cell_21	1	no
Cell_22	1	no
Cell_23	3	no
Cell_24	1	no
Cell_25	1	no
Cell_26	3	yes
Cell_27	0	no
Cell_28	3	no
Cell_29	3	no
Cell_30	0	no
Cell_31	3	no
Cell_32	3	no
Cell_33	3	no
Cell_34	3	no
Cell_35	1	yes
Cell_36	1	no
Cell_37	1	no
Cell_38	0	no
Cell_39	1	no
Cell_40	1	no
Cell_41	1	no
Cell_42	1	no
Cell_43	3	no
Cell_44	3	no
Cell_45	1	yes
Cell_46	1	no
Cell_47	3	no
Cell_48	1	no
Cell_49	3	no
Cell_50	1	no
Cell_51	1	no
Cell_52	1	no
Cell_53	1	no
Cell_54	1	no
Cell_55	3	no
Cell_56	3	no
Cell_57	3	no
Cell_58	3	no
Cell_59	1	no
Cell_60	2	no
Cell_61	3	yes
Cell_62	3	yes
Cell_63	3	no
Cell_64	2	no
Cell_65	1	no
Cell_66	1	no
Cell_67	1	yes
Cell_68	0	no
Cell_69	1	no
Cell_70	1	no
Cell_71	0	no
Cell_72	1	yes
Cell_73	3	no
Cell_74	1	no
Cell_75	3	no
Cell_76	3	no
Cell_77	1	no
Cell_78	3	no
Cell_79	1	no
Cell_80	1	no
Cell_81	1	no
Cell_82	1	no
Cell_83	3	no
Cell_84	4	no
Cell_85	1	yes
Cell_86	0	no
Cell_87	3	no
Cell_88	1	no
Cell_89	1	no
Cell_90	1	yes
Cell_91	1	yes
Cell_92	3	no
Cell_93	3	no
Cell_94	0	no
Cell_95	3	no
Cell_96	1	yes
Cell_97	3	no
Cell_98	3	no
Cell_99	1	no
Cell_100	1	no
Cell_101	3	no
Cell_102	1	no
Cell_103	3	no
Cell_104	0	no
Cell_105	4	yes
Cell_106	2	no
Cell_107	4	yes
Cell_108	0	no
Cell_109	1	yes
Cell_110	3	no
Cell_111	3	no
Cell_112	1	no
Cell_113	1	no
Cell_114	3	no
Cell_115	3	no
Cell_116	3	no
Cell_117	1	no
Cell_118	0	no
Cell_119	3	no
Cell_120	3	no
Cell_121	1	no
Cell_122	1	no
Cell_123	1	no
Cell_124	1	no
Cell_125	1	no
Cell_126	1	no
Cell_127	1	no
Cell_128	2	no
Cell_129	1	no
Cell_130	3	no
Cell_131	3	no
Cell_132	0	no
Cell_133	1	no
Cell_134	3	yes
Cell_135	1	no
Cell_136	2	no
Cell_137	3	no
Cell_138	1	no
Cell_139	1	no
Cell_140	1	no
Cell_141	3	no
Cell_142	3	no
Cell_143	3	no
Cell_144	2	no
Cell_145	1	no
Cell_146	3	no
Cell_147	1	no
Cell_148	1	no
Cell_149	1	no
Cell_150	1	no
Cell_151	1	no
Cell_152	3	no
Cell_153	1	no
Cell_154	0	no
Cell_155	3	yes
Cell_156	1	yes
Cell_157	1	no
Cell_158	3	no
Cell_159	3	no
Cell_160	3	yes
Cell_161	1	no
Cell_162	3	no
Cell_163	1	yes
Cell_164	1	no
Cell_165	3	no
Cell_166	3	no
Cell_167	3	no
Cell_168	1	no
Cell_169	1	no
Cell_170	3	yes
Cell_171	3	no
Cell_172	1	no
Cell_173	3	no
Cell_174	3	no
Cell_175	1	yes
Cell_176	1	no
Cell_177	1	no
Cell_178	1	no
Cell_179	3	yes
Cell_180	1	no
Cell_181	2	no
Cell_182	1	no
Cell_183	0	yes
Cell_184	1	no
Cell_185	1	no
Cell_186	3	no
Cell_187	1	no
Cell_188	3	no
Cell_189	3	yes
Cell_190	1	no
Cell_191	3	no
Cell_192	3	no
Cell_193	1	no
Cell_194	3	no
Cell_195	3	yes
Cell_196	1	yes
Cell_197	0	yes
Cell_198	1	no
Cell_199	1	yes
Cell_200	1	no
Cell_201	1	no
Cell_202	1	no
Cell_203	3	no
Cell_204	3	no
Cell_205	1	no
Cell_206	1	no
Cell_207	2	no
Cell_208	3	no
Cell_209	3	no
Cell_210	1	yes
Cell_211	1	no
Cell_212	3	no
Cell_213	1	no
Cell_214	3	yes
Cell_215	3	no
Cell_216	1	no
Cell_217	1	no
Cell_218	3	no
Cell_219	1	no
Cell_220	3	no
Cell_221	1	no
Cell_222	1	no
Cell_223	1	no
Cell_224	1	no
Cell_225	3	no
Cell_226	1	yes
Cell_227	1	yes
Cell_228	1	no
Cell_229	1	no
Cell_230	3	yes
Cell_231	2	no
Cell_232	1	no
Cell_233	1	no
Cell_234	1	no
Cell_235	1	no
Cell_236	1	no
Cell_237	1	no
Cell_238	1	no
Cell_239	1	no
Cell_240	1	no
Cell_241	3	no
Cell_242	1	no
Cell_243	1	no
Cell_244	3	yes
Cell_245	1	no
Cell_246	1	no
Cell_247	3	no
Cell_248	1	no
Cell_249	3	no
Cell_250	1	no
Cell_251	3	no
Cell_252	2	no
Cell_253	3	no
Cell_254	3	no
Cell_255	3	no
Cell_256	3	no
Cell_257	1	no
Cell_258	1	no
Cell_259	0	no
Cell_260	1	no
Cell_261	0	no
Cell_262	1	no
Cell_263	1	no
Cell_264	3	no
Cell_265	1	no
Cell_266	4	yes
Cell_267	1	no
Cell_268	3	no
Cell_269	3	no
Cell_270	1	no
Cell_271	3	no
Cell_272	1	no
Cell_273	1	no
Cell_274	1	no
Cell_275	4	yes
Cell_276	3	no
Cell_277	1	no
Cell_278	1	no
Cell_279	1	no
Cell_280	3	no
Cell_281	1	no
Cell_282	1	no
Cell_283	0	no
Cell_284	1	no
Cell_285	3	no
Cell_286	3	no
Cell_287	2	no
Cell_288	3	no
Cell_289	1	no
Cell_290	3	no
Cell_291	3	no
Cell_292	1	no
Cell_293	1	no
Cell_294	3	no
Cell_295	1	no
Cell_296	3	no
Cell_297	3	yes
Cell_298	3	no
Cell_299	1	no
Cell_300	1	no
Cell_301	3	no
Cell_302	0	no
Cell_303	1	no
Cell_304	1	no
Cell_305	1	no
Cell_306	3	no
Cell_307	4	yes
Cell_308	1	no
Cell_309	1	no
Cell_310	0	no
Cell_311	1	no
Cell_312	3	no
Cell_313	1	no
Cell_314	3	no
Cell_315	0	no
Cell_316	1	no
Cell_317	3	no
Cell_318	1	no
Cell_319	3	no
Cell_320	3	no
Cell_321	1	no
Cell_322	3	no
Cell_323	2	no
Cell_324	3	no
Cell_325	1	no
Cell_326	0	no
Cell_327	1	no
Cell_328	1	no
Cell_329	1	no
Cell_330	1	yes
Cell_331	3	no
Cell_332	1	no
Cell_333	3	no
Cell_334	1	no
Cell_335	3	no
Cell_336	1	no
Cell_337	1	no
Cell_338	3	no
Cell_339	1	no
Cell_340	3	no
Cell_341	3	yes
Cell_342	1	no
Cell_343	3	no
Cell_344	2	no
Cell_345	1	no
Cell_346	3	no
Cell_347	3	no
Cell_348	3	yes
Cell_349	0	no
Cell_350	1	no
Cell_351	4	no
Cell_352	1	no
Cell_353	3	no
Cell_354	1	yes
Cell_355	1	no
Cell_356	1	no
Cell_357	3	no
Cell_358	1	no
Cell_359	1	no
Cell_360	1	no
Cell_361	3	no
Cell_362	3	no
Cell_363	3	no
Cell_364	1	no
Cell_365	3	no
Cell_366	4	yes
Cell_367	3	no
Cell_368	1	no
Cell_369	1	no
Cell_370	1	no
Cell_371	0	no
Cell_372	3	no
Cell_373	1	no
Cell_374	1	no
Cell_375	1	yes
Cell_376	1	no
Cell_377	1	no
Cell_378	1	no
Cell_379	0	no
Cell_380	3	no
Cell_381	4	no
Cell_382	3	no
Cell_383	3	yes
Cell_384	3	no
Cell_385	3	no
Cell_386	0	no
Cell_387	3	no
Cell_388	3	no
Cell_389	3	no
Cell_390	2	no
Cell_391	1	no
Cell_392	1	no
Cell_393	3	no
Cell_394	1	no
Cell_395	3	no
Cell_396	1	yes
Cell_397	3	no
Cell_398	1	no
Cell_399	1	no
Cell_400	3	no
Cell_401	1	no
Cell_402	1	no
Cell_403	3	no
Cell_404	3	no
Cell_405	3	no
Cell_406	1	no
Cell_407	3	no
Cell_408	1	no
Cell_409	1	no
Cell_410	3	no
Cell_411	3	no
Cell_412	0	no
Cell_413	1	no
Cell_414	1	yes
Cell_415	3	no
Cell_416	3	no
Cell_417	1	no
Cell_418	1	no
Cell_419	2	no
Cell_420	1	no
Cell_421	1	no
Cell_422	4	no
Cell_423	3	no
Cell_424	3	no
Cell_425	0	no
Cell_426	3	no
Cell_427	1	no
Cell_428	1	yes
Cell_429	3	no
Cell_430	3	no
Cell_431	3	no
Cell_432	3	no
Cell_433	1	no
Cell_434	1	no
Cell_435	1	no
Cell_436	0	no
Cell_437	0	no
Cell_438	3	no
Cell_439	1	no
Cell_440	2	no
Cell_441	3	no
