cell	node	doublet
Cell_0	5	no
Cell_1	3	no
Cell_2	4	no
Cell_3	4	no
Cell_4	5	no
Cell_5	4	no
Cell_6	1	no
Cell_7	4	no
Cell_8	4	no
Cell_9	4	no
Cell_10	3	no
Cell_11	3	no
Cell_12	1	no
Cell_13	4	no
Cell_14	2	no
Cell_15	4	no
Cell_16	2	no
Cell_17	4	no
Cell_18	4	no
Cell_19	3	no
Cell_20	3	yes
Cell_21	4	no
Cell_22	4	no
Cell_23	4	no
Cell_24	2	no
Cell_25	1	no
Cell_26	1	yes
Cell_27	1	no
Cell_28	4	no
Cell_29	1	no
Cell_30	4	no
Cell_31	4	no
Cell_32	3	no
Cell_33	4	no
Cell_34	4	no
Cell_35	3	no
Cell_36	4	no
Cell_37	2	no
Cell_38	1	no
Cell_39	4	no
Cell_40	4	no
Cell_41	4	no
Cell_42	4	no
Cell_43	1	no
Cell_44	3	no
Cell_45	4	no
Cell_46	2	no
Cell_47	4	no
Cell_48	2	no
Cell_49	3	no
Cell_50	4	no
Cell_51	4	no
Cell_52	4	no
Cell_53	4	no
Cell_54	2	no
Cell_55	1	no
Cell_56	2	no
Cell_57	4	no
Cell_58	4	no
Cell_59	4	no
Cell_60	4	no
Cell_61	4	no
Cell_62	3	no
Cell_63	4	no
Cell_64	4	no
Cell_65	4	no
Cell_66	2	no
Cell_67	4	no
Cell_68	1	no
Cell_69	2	no
Cell_70	2	no
Cell_71	1	no
Cell_72	4	no
Cell_73	4	no
Cell_74	4	no
Cell_75	3	no
Cell_76	1	no
Cell_77	4	no
Cell_78	2	no
Cell_79	4	no
Cell_80	4	no
Cell_81	2	no
Cell_82	4	no
Cell_83	2	no
Cell_84	5	no
Cell_85	4	no
Cell_86	1	no
Cell_87	1	no
Cell_88	4	no
Cell_89	4	no
Cell_90	2	yes
Cell_91	4	no
Cell_92	3	no
Cell_93	4	no
Cell_94	4	no
Cell_95	4	no
Cell_96	4	no
Cell_97	4	no
Cell_98	4	no
Cell_99	4	no
Cell_100	4	no
Cell_101	2	no
Cell_102	4	no
Cell_103	4	no
Cell_104	1	no
Cell_105	4	no
Cell_106	4	no
Cell_107	5	no
Cell_108	1	no
Cell_109	2	no
Cell_110	2	no
Cell_111	4	no
Cell_112	2	no
Cell_113	4	no
Cell_114	4	no
Cell_115	4	no
Cell_116	4	no
Cell_117	4	no
Cell_118	1	no
Cell_119	4	no
Cell_120	4	no
Cell_121	4	no
Cell_122	4	no
Cell_123	4	no
Cell_124	4	no
Cell_125	4	no
Cell_126	4	no
Cell_127	4	no
Cell_128	4	no
Cell_129	4	no
Cell_130	1	no
Cell_131	4	no
Cell_132	1	no
Cell_133	4	no
Cell_134	1	yes
Cell_135	4	no
Cell_136	4	no
Cell_137	3	no
Cell_138	4	no
Cell_139	4	no
Cell_140	4	no
Cell_141	1	no
Cell_142	3	no
Cell_143	4	no
Cell_144	4	no
Cell_145	4	no
Cell_146	4	no
Cell_147	4	no
Cell_148	4	no
Cell_149	4	no
Cell_150	4	no
Cell_151	4	no
Cell_152	4	no
Cell_153	2	no
Cell_154	1	no
Cell_155	4	no
Cell_156	4	no
Cell_157	4	no
Cell_158	1	no
Cell_159	4	no
Cell_160	4	no
Cell_161	4	no
Cell_162	4	no
Cell_163	3	no
Cell_164	2	no
Cell_165	4	no
Cell_166	4	no
Cell_167	4	no
Cell_168	4	no
Cell_169	4	no
Cell_170	3	no
Cell_171	4	no
Cell_172	4	no
Cell_173	1	no
Cell_174	4	no
Cell_175	3	no
Cell_176	2	no
