cell	node	doublet
Cell_0	4	no
Cell_1	2	no
Cell_2	3	no
Cell_3	3	no
Cell_4	4	no
Cell_5	3	no
Cell_6	0	no
Cell_7	3	no
Cell_8	3	no
Cell_9	3	no
Cell_10	3	no
Cell_11	2	no
Cell_12	0	no
Cell_13	3	no
Cell_14	3	no
Cell_15	3	no
Cell_16	3	no
Cell_17	3	no
Cell_18	3	no
Cell_19	2	no
Cell_20	2	no
Cell_21	3	no
Cell_22	3	no
Cell_23	3	no
Cell_24	3	no
Cell_25	0	no
Cell_26	3	no
Cell_27	0	no
Cell_28	3	no
Cell_29	0	no
Cell_30	1	no
Cell_31	3	no
Cell_32	3	no
Cell_33	3	no
Cell_34	3	no
Cell_35	3	no
Cell_36	3	no
Cell_37	3	no
Cell_38	0	no
Cell_39	3	no
Cell_40	3	no
Cell_41	3	no
Cell_42	3	no
Cell_43	0	no
Cell_44	2	no
Cell_45	1	no
Cell_46	3	no
Cell_47	3	no
Cell_48	3	no
Cell_49	2	no
Cell_50	1	no
Cell_51	3	no
Cell_52	3	no
Cell_53	3	no
Cell_54	3	no
Cell_55	3	no
Cell_56	3	no
Cell_57	3	no
Cell_58	3	no
Cell_59	3	no
Cell_60	1	no
Cell_61	3	no
Cell_62	2	no
Cell_63	2	no
Cell_64	1	no
Cell_65	3	no
Cell_66	3	no
Cell_67	3	no
Cell_68	0	no
Cell_69	3	no
Cell_70	3	no
Cell_71	0	no
Cell_72	3	no
Cell_73	3	no
Cell_74	1	no
Cell_75	2	no
Cell_76	0	no
Cell_77	3	no
Cell_78	3	no
Cell_79	1	no
Cell_80	3	no
Cell_81	3	no
Cell_82	0	no
Cell_83	3	no
Cell_84	4	no
Cell_85	3	no
Cell_86	0	no
Cell_87	0	no
Cell_88	3	no
Cell_89	3	no
Cell_90	1	no
Cell_91	3	no
Cell_92	2	no
Cell_93	3	no
Cell_94	0	no
Cell_95	3	no
Cell_96	3	no
Cell_97	3	no
Cell_98	3	no
Cell_99	3	no
Cell_100	3	no
Cell_101	3	no
Cell_102	1	no
Cell_103	3	no
Cell_104	0	no
Cell_105	1	no
Cell_106	1	no
Cell_107	4	no
Cell_108	0	no
Cell_109	3	no
Cell_110	3	no
Cell_111	3	no
Cell_112	3	no
Cell_113	3	no
Cell_114	3	no
Cell_115	3	no
Cell_116	3	no
Cell_117	3	no
Cell_118	0	no
Cell_119	3	no
Cell_120	3	no
Cell_121	3	no
Cell_122	3	no
Cell_123	1	no
Cell_124	0	no
Cell_125	3	no
Cell_126	3	no
Cell_127	3	no
Cell_128	1	no
Cell_129	3	no
Cell_130	3	no
Cell_131	3	no
Cell_132	0	no
Cell_133	3	no
Cell_134	3	no
Cell_135	3	no
Cell_136	1	no
Cell_137	2	no
Cell_138	3	no
Cell_139	3	no
Cell_140	1	no
Cell_141	3	no
Cell_142	2	no
Cell_143	3	no
Cell_144	1	no
Cell_145	3	no
Cell_146	3	no
Cell_147	3	no
Cell_148	3	no
Cell_149	3	no
Cell_150	3	no
Cell_151	3	no
Cell_152	3	no
Cell_153	3	no
Cell_154	3	no
Cell_155	3	no
Cell_156	3	no
Cell_157	3	no
Cell_158	0	no
Cell_159	3	no
Cell_160	3	no
Cell_161	3	no
Cell_162	3	no
Cell_163	2	no
Cell_164	3	no
Cell_165	3	no
Cell_166	3	no
Cell_167	3	no
Cell_168	1	no
Cell_169	0	no
Cell_170	2	no
Cell_171	3	no
Cell_172	3	no
Cell_173	0	no
Cell_174	3	no
Cell_175	2	no
Cell_176	3	no
Cell_177	3	no
Cell_178	3	no
Cell_179	2	no
Cell_180	3	no
Cell_181	1	no
Cell_182	3	no
Cell_183	1	no
Cell_184	2	no
Cell_185	3	no
Cell_186	3	no
Cell_187	3	no
Cell_188	3	no
Cell_189	3	no
Cell_190	3	no
Cell_191	3	no
Cell_192	3	no
Cell_193	3	no
Cell_194	2	no
Cell_195	3	no
Cell_196	3	no
Cell_197	3	no
Cell_198	3	no
Cell_199	1	no
Cell_200	3	no
Cell_201	3	no
Cell_202	3	no
Cell_203	3	no
Cell_204	3	no
Cell_205	3	no
Cell_206	1	no
Cell_207	1	no
Cell_208	2	no
Cell_209	3	no
Cell_210	2	no
Cell_211	3	no
Cell_212	3	no
Cell_213	0	no
Cell_214	2	no
Cell_215	3	no
Cell_216	3	no
Cell_217	3	no
Cell_218	0	no
Cell_219	0	no
Cell_220	3	no
Cell_221	3	no
Cell_222	0	no
Cell_223	3	no
Cell_224	3	no
Cell_225	2	no
Cell_226	3	no
Cell_227	3	no
Cell_228	3	no
Cell_229	3	no
Cell_230	3	no
Cell_231	1	no
Cell_232	3	no
Cell_233	3	no
Cell_234	3	no
Cell_235	3	no
Cell_236	3	no
Cell_237	3	no
Cell_238	3	no
Cell_239	1	no
Cell_240	3	no
Cell_241	2	no
Cell_242	1	no
Cell_243	3	no
Cell_244	3	no
Cell_245	3	no
Cell_246	1	no
Cell_247	2	no
Cell_248	3	no
Cell_249	3	no
Cell_250	3	no
Cell_251	3	no
Cell_252	1	no
Cell_253	3	no
Cell_254	3	no
Cell_255	3	no
Cell_256	3	no
Cell_257	3	no
Cell_258	3	no
Cell_259	0	no
Cell_260	1	no
Cell_261	0	no
Cell_262	3	no
Cell_263	0	no
Cell_264	3	no
Cell_265	3	no
Cell_266	4	no
Cell_267	3	no
Cell_268	3	no
Cell_269	3	no
Cell_270	3	no
Cell_271	3	no
Cell_272	3	no
Cell_273	3	no
Cell_274	3	no
Cell_275	4	no
Cell_276	3	no
Cell_277	1	no
Cell_278	3	no
Cell_279	3	no
Cell_280	3	no
Cell_281	3	no
Cell_282	1	no
Cell_283	0	no
Cell_284	1	no
Cell_285	3	no
Cell_286	2	no
Cell_287	1	no
Cell_288	3	no
Cell_289	3	no
Cell_290	3	no
Cell_291	3	no
Cell_292	3	no
Cell_293	1	no
Cell_294	3	no
Cell_295	3	no
Cell_296	3	no
Cell_297	2	no
Cell_298	3	no
Cell_299	3	no
Cell_300	3	no
Cell_301	1	no
Cell_302	0	no
Cell_303	3	no
Cell_304	3	no
Cell_305	1	no
Cell_306	3	no
Cell_307	4	no
Cell_308	3	no
Cell_309	3	no
Cell_310	0	no
Cell_311	3	no
Cell_312	3	no
Cell_313	3	no
Cell_314	3	no
Cell_315	0	no
Cell_316	3	no
Cell_317	2	no
Cell_318	1	no
Cell_319	3	no
Cell_320	3	no
Cell_321	3	no
Cell_322	3	no
Cell_323	0	no
Cell_324	3	no
Cell_325	3	no
Cell_326	0	no
Cell_327	1	no
Cell_328	3	no
Cell_329	3	no
Cell_330	3	no
Cell_331	0	no
Cell_332	1	no
Cell_333	3	no
Cell_334	3	no
Cell_335	3	no
Cell_336	3	no
Cell_337	3	no
Cell_338	3	no
Cell_339	3	no
Cell_340	2	no
Cell_341	3	no
Cell_342	1	no
Cell_343	3	no
Cell_344	1	no
Cell_345	3	no
Cell_346	2	no
Cell_347	3	no
Cell_348	2	no
Cell_349	0	no
Cell_350	3	no
Cell_351	4	no
Cell_352	3	no
Cell_353	3	no
Cell_354	3	no
Cell_355	3	no
Cell_356	3	no
Cell_357	2	no
Cell_358	3	no
Cell_359	3	no
Cell_360	1	no
Cell_361	3	no
Cell_362	3	no
