cell	node	doublet
Cell_0	4	no
Cell_1	4	no
Cell_2	4	no
Cell_3	4	no
Cell_4	1	no
Cell_5	4	no
Cell_6	1	no
Cell_7	5	no
Cell_8	4	no
Cell_9	4	no
Cell_10	3	no
Cell_11	4	no
Cell_12	1	no
Cell_13	1	no
Cell_14	1	no
Cell_15	5	no
Cell_16	7	no
Cell_17	4	no
Cell_18	5	no
Cell_19	4	no
Cell_20	4	no
Cell_21	7	no
Cell_22	5	no
Cell_23	4	no
Cell_24	1	no
Cell_25	4	no
Cell_26	4	no
Cell_27	5	no
Cell_28	7	no
Cell_29	4	no
Cell_30	4	no
Cell_31	4	no
Cell_32	4	no
Cell_33	4	no
Cell_34	4	no
Cell_35	4	no
Cell_36	3	no
Cell_37	1	no
Cell_38	7	no
Cell_39	7	no
Cell_40	4	no
Cell_41	4	no
Cell_42	4	no
Cell_43	4	no
Cell_44	7	no
Cell_45	4	no
Cell_46	5	no
Cell_47	3	no
Cell_48	7	no
Cell_49	4	no
Cell_50	7	no
Cell_51	4	no
Cell_52	5	yes
Cell_53	1	no
Cell_54	4	no
Cell_55	4	no
Cell_56	3	no
Cell_57	3	no
Cell_58	4	no
Cell_59	4	no
Cell_60	4	no
Cell_61	7	no
Cell_62	4	no
Cell_63	2	no
Cell_64	4	no
Cell_65	4	no
Cell_66	4	no
Cell_67	5	no
Cell_68	4	no
Cell_69	1	no
Cell_70	4	no
Cell_71	1	no
Cell_72	4	no
Cell_73	5	no
Cell_74	1	no
Cell_75	4	no
Cell_76	1	no
Cell_77	4	no
Cell_78	4	no
Cell_79	4	no
Cell_80	5	no
Cell_81	3	no
Cell_82	7	no
Cell_83	7	no
Cell_84	7	no
Cell_85	4	no
Cell_86	4	no
Cell_87	4	no
Cell_88	5	no
Cell_89	4	no
Cell_90	2	no
Cell_91	4	no
Cell_92	4	no
Cell_93	3	no
Cell_94	4	no
Cell_95	4	no
Cell_96	1	no
Cell_97	5	no
Cell_98	1	no
Cell_99	4	no
Cell_100	7	no
Cell_101	1	no
Cell_102	2	no
Cell_103	3	no
Cell_104	1	no
Cell_105	7	no
Cell_106	4	no
Cell_107	1	no
Cell_108	5	no
Cell_109	7	no
Cell_110	4	no
Cell_111	5	no
Cell_112	4	no
Cell_113	4	no
Cell_114	4	no
Cell_115	4	no
Cell_116	4	no
Cell_117	4	no
Cell_118	4	no
Cell_119	4	no
Cell_120	4	no
Cell_121	4	no
Cell_122	4	no
Cell_123	3	no
Cell_124	7	no
Cell_125	4	no
Cell_126	1	no
Cell_127	4	no
Cell_128	1	no
Cell_129	4	no
Cell_130	5	no
Cell_131	5	no
Cell_132	2	no
Cell_133	7	no
Cell_134	4	no
Cell_135	4	no
Cell_136	4	no
Cell_137	2	no
Cell_138	1	no
Cell_139	3	no
Cell_140	4	no
Cell_141	1	no
Cell_142	4	no
Cell_143	3	no
Cell_144	1	no
Cell_145	7	no
Cell_146	4	no
Cell_147	5	no
Cell_148	1	no
Cell_149	1	no
Cell_150	5	no
Cell_151	4	no
Cell_152	5	no
Cell_153	4	no
Cell_154	1	no
Cell_155	5	no
Cell_156	7	no
Cell_157	7	no
Cell_158	7	no
Cell_159	4	no
Cell_160	3	no
Cell_161	7	no
Cell_162	7	no
Cell_163	3	no
Cell_164	4	no
Cell_165	5	no
Cell_166	4	no
Cell_167	1	no
Cell_168	1	no
Cell_169	4	no
Cell_170	7	no
Cell_171	7	no
Cell_172	7	no
Cell_173	1	no
Cell_174	1	no
Cell_175	4	no
Cell_176	4	no
Cell_177	4	no
Cell_178	4	no
Cell_179	4	no
Cell_180	4	no
Cell_181	7	no
Cell_182	4	no
Cell_183	4	no
Cell_184	4	no
Cell_185	1	no
Cell_186	4	no
Cell_187	4	no
Cell_188	3	no
Cell_189	4	no
Cell_190	5	no
Cell_191	5	no
Cell_192	4	no
Cell_193	4	no
Cell_194	2	no
Cell_195	4	no
Cell_196	1	no
Cell_197	1	no
Cell_198	4	no
Cell_199	3	no
Cell_200	5	no
Cell_201	4	no
Cell_202	1	no
Cell_203	1	no
Cell_204	5	no
Cell_205	5	no
Cell_206	2	no
Cell_207	4	no
Cell_208	1	no
Cell_209	7	no
Cell_210	4	no
Cell_211	4	no
Cell_212	4	no
