cell	node	doublet
Cell_0	5	no
Cell_1	4	no
Cell_2	4	no
Cell_3	5	no
Cell_4	4	no
Cell_5	5	no
Cell_6	4	no
Cell_7	6	no
Cell_8	4	no
Cell_9	4	no
Cell_10	8	no
Cell_11	4	no
Cell_12	4	no
Cell_13	4	no
Cell_14	4	no
Cell_15	6	no
Cell_16	10	no
Cell_17	4	no
Cell_18	6	no
Cell_19	5	no
Cell_20	5	no
Cell_21	10	no
Cell_22	6	no
Cell_23	5	no
Cell_24	4	no
Cell_25	5	no
Cell_26	5	no
Cell_27	6	no
Cell_28	7	no
Cell_29	4	no
Cell_30	5	no
Cell_31	4	no
Cell_32	4	no
Cell_33	4	no
Cell_34	5	no
Cell_35	5	no
Cell_36	0	no
Cell_37	4	no
Cell_38	10	no
Cell_39	7	no
Cell_40	5	no
Cell_41	5	no
Cell_42	5	no
Cell_43	4	no
Cell_44	7	no
Cell_45	4	no
Cell_46	6	no
Cell_47	0	no
Cell_48	7	no
Cell_49	4	no
Cell_50	10	no
Cell_51	5	no
Cell_52	6	yes
Cell_53	4	no
Cell_54	5	no
Cell_55	4	no
Cell_56	0	no
Cell_57	8	no
Cell_58	4	no
Cell_59	4	no
Cell_60	4	no
Cell_61	10	no
Cell_62	4	no
Cell_63	1	no
Cell_64	5	no
Cell_65	5	no
Cell_66	5	no
Cell_67	6	no
Cell_68	4	no
Cell_69	4	no
Cell_70	4	no
Cell_71	4	no
Cell_72	5	no
Cell_73	6	no
Cell_74	4	no
Cell_75	5	no
Cell_76	4	no
Cell_77	5	no
Cell_78	4	no
Cell_79	4	no
Cell_80	6	no
Cell_81	0	no
Cell_82	10	no
Cell_83	10	no
Cell_84	10	no
Cell_85	4	no
Cell_86	5	no
Cell_87	5	no
Cell_88	6	no
Cell_89	5	no
Cell_90	1	no
Cell_91	4	no
Cell_92	5	no
Cell_93	8	no
Cell_94	5	no
Cell_95	5	no
Cell_96	4	no
Cell_97	6	no
Cell_98	4	no
Cell_99	5	no
Cell_100	7	no
Cell_101	4	no
Cell_102	1	no
Cell_103	8	no
Cell_104	4	no
Cell_105	7	no
Cell_106	5	no
Cell_107	4	no
Cell_108	6	no
Cell_109	7	no
Cell_110	5	no
Cell_111	6	no
Cell_112	5	no
Cell_113	5	no
Cell_114	4	no
Cell_115	4	no
Cell_116	4	no
Cell_117	4	no
Cell_118	5	no
Cell_119	4	no
Cell_120	5	no
Cell_121	4	no
Cell_122	5	no
Cell_123	8	no
Cell_124	7	no
Cell_125	4	no
Cell_126	4	no
Cell_127	4	no
Cell_128	4	no
Cell_129	4	no
Cell_130	6	no
Cell_131	6	no
Cell_132	1	no
Cell_133	10	no
Cell_134	5	no
Cell_135	6	no
Cell_136	5	no
Cell_137	1	no
Cell_138	4	no
Cell_139	8	no
Cell_140	5	no
Cell_141	4	no
Cell_142	5	no
Cell_143	8	no
Cell_144	4	no
Cell_145	10	no
Cell_146	4	no
Cell_147	6	no
Cell_148	4	no
Cell_149	4	no
Cell_150	6	no
Cell_151	5	no
Cell_152	6	no
Cell_153	5	no
Cell_154	4	no
Cell_155	6	no
Cell_156	7	no
Cell_157	10	no
Cell_158	10	no
Cell_159	4	no
Cell_160	0	no
Cell_161	7	no
Cell_162	10	no
Cell_163	0	no
Cell_164	4	no
Cell_165	6	no
Cell_166	5	no
Cell_167	4	no
Cell_168	4	no
Cell_169	5	no
Cell_170	10	no
Cell_171	10	no
Cell_172	7	no
Cell_173	4	no
Cell_174	4	no
Cell_175	5	no
Cell_176	5	no
Cell_177	4	no
Cell_178	4	no
Cell_179	5	no
Cell_180	5	no
Cell_181	10	no
Cell_182	4	no
Cell_183	5	no
Cell_184	4	no
Cell_185	4	no
Cell_186	5	no
Cell_187	4	no
Cell_188	8	no
Cell_189	5	no
Cell_190	6	no
Cell_191	6	no
Cell_192	5	no
Cell_193	4	no
Cell_194	1	no
Cell_195	5	no
Cell_196	4	no
Cell_197	4	no
Cell_198	4	no
Cell_199	8	no
Cell_200	6	yes
Cell_201	4	no
Cell_202	4	no
Cell_203	4	no
Cell_204	6	no
Cell_205	6	no
Cell_206	1	no
Cell_207	5	no
Cell_208	4	no
Cell_209	10	no
Cell_210	5	no
Cell_211	5	no
Cell_212	5	no
Cell_213	4	no
Cell_214	4	no
Cell_215	7	no
Cell_216	4	no
Cell_217	4	no
Cell_218	4	no
Cell_219	6	no
Cell_220	5	no
Cell_221	7	no
Cell_222	4	no
Cell_223	5	no
Cell_224	0	no
Cell_225	0	no
Cell_226	6	no
Cell_227	4	no
Cell_228	10	no
Cell_229	4	no
Cell_230	4	no
Cell_231	4	no
Cell_232	5	no
Cell_233	4	no
Cell_234	4	no
Cell_235	4	no
Cell_236	4	no
Cell_237	4	no
Cell_238	6	no
Cell_239	4	yes
Cell_240	4	no
Cell_241	4	no
Cell_242	1	no
Cell_243	0	no
Cell_244	5	no
Cell_245	4	no
Cell_246	4	no
Cell_247	4	no
Cell_248	0	no
Cell_249	4	no
Cell_250	4	no
Cell_251	0	no
Cell_252	6	no
Cell_253	4	no
Cell_254	7	no
Cell_255	4	no
Cell_256	10	no
Cell_257	4	no
Cell_258	5	no
Cell_259	5	no
Cell_260	4	no
Cell_261	5	no
Cell_262	4	no
Cell_263	4	no
Cell_264	4	no
Cell_265	5	no
Cell_266	6	no
Cell_267	4	no
Cell_268	10	no
Cell_269	4	no
Cell_270	4	no
Cell_271	6	no
Cell_272	4	no
Cell_273	4	no
Cell_274	4	no
Cell_275	7	no
Cell_276	6	no
Cell_277	7	no
Cell_278	4	no
Cell_279	5	no
Cell_280	4	no
Cell_281	6	yes
Cell_282	6	no
Cell_283	4	no
Cell_284	7	no
Cell_285	4	no
Cell_286	4	no
Cell_287	4	no
Cell_288	4	no
Cell_289	5	no
Cell_290	4	no
Cell_291	5	no
Cell_292	5	no
Cell_293	5	no
Cell_294	4	no
Cell_295	4	no
Cell_296	6	no
Cell_297	10	no
Cell_298	8	no
Cell_299	5	no
Cell_300	4	no
Cell_301	6	no
Cell_302	4	no
Cell_303	4	no
Cell_304	5	no
Cell_305	4	no
Cell_306	6	no
Cell_307	6	no
Cell_308	4	no
Cell_309	4	no
Cell_310	4	no
Cell_311	0	no
Cell_312	7	no
Cell_313	10	no
Cell_314	5	no
Cell_315	0	no
Cell_316	10	no
Cell_317	6	no
Cell_318	4	no
Cell_319	5	no
Cell_320	4	no
Cell_321	4	no
Cell_322	4	no
Cell_323	5	no
Cell_324	4	no
Cell_325	0	no
Cell_326	5	no
Cell_327	5	no
Cell_328	5	no
Cell_329	1	no
Cell_330	8	no
Cell_331	5	no
Cell_332	7	no
Cell_333	4	no
Cell_334	4	no
Cell_335	4	no
Cell_336	5	no
Cell_337	5	no
Cell_338	4	no
Cell_339	4	no
Cell_340	5	no
Cell_341	4	no
Cell_342	4	no
Cell_343	4	no
Cell_344	7	no
Cell_345	10	no
Cell_346	5	no
Cell_347	6	no
Cell_348	4	no
Cell_349	6	no
Cell_350	6	yes
Cell_351	6	no
Cell_352	4	no
Cell_353	5	no
Cell_354	5	no
Cell_355	1	no
Cell_356	5	no
Cell_357	5	no
Cell_358	10	no
Cell_359	4	no
Cell_360	5	no
Cell_361	5	no
Cell_362	0	no
Cell_363	4	no
Cell_364	5	no
Cell_365	4	no
Cell_366	4	no
Cell_367	5	no
Cell_368	6	no
Cell_369	4	no
Cell_370	4	no
Cell_371	4	no
Cell_372	6	no
Cell_373	10	no
Cell_374	4	no
Cell_375	4	no
Cell_376	4	no
Cell_377	6	no
Cell_378	5	no
Cell_379	5	no
Cell_380	5	no
Cell_381	5	no
Cell_382	10	no
Cell_383	4	no
Cell_384	4	no
Cell_385	6	no
Cell_386	10	no
Cell_387	5	no
Cell_388	5	no
Cell_389	4	no
Cell_390	7	no
Cell_391	7	no
Cell_392	8	no
Cell_393	5	no
Cell_394	7	no
Cell_395	4	no
Cell_396	8	no
Cell_397	5	no
Cell_398	4	no
Cell_399	0	no
Cell_400	4	no
Cell_401	6	no
Cell_402	5	no
Cell_403	5	no
Cell_404	5	no
Cell_405	4	no
Cell_406	10	no
Cell_407	6	no
Cell_408	5	no
Cell_409	4	no
Cell_410	4	no
Cell_411	4	no
Cell_412	7	no
Cell_413	5	no
Cell_414	6	no
Cell_415	10	no
Cell_416	7	no
Cell_417	6	no
Cell_418	7	no
Cell_419	6	no
Cell_420	5	no
Cell_421	5	no
Cell_422	5	no
Cell_423	10	no
Cell_424	4	no
Cell_425	4	no
Cell_426	4	no
Cell_427	4	no
Cell_428	8	no
Cell_429	10	no
Cell_430	6	no
Cell_431	5	no
Cell_432	5	no
Cell_433	7	no
Cell_434	4	no
Cell_435	4	no
Cell_436	5	no
Cell_437	4	no
Cell_438	4	no
Cell_439	5	no
Cell_440	5	no
Cell_441	8	no
Cell_442	6	no
Cell_443	0	no
Cell_444	10	no
Cell_445	4	no
Cell_446	4	no
Cell_447	5	no
